deu_2005,xfra_2005,xbnl_2005
0.40529299999999996,0.0901295,0.079762
0.37493899999999997,0.09715239999999999,0.0571029
0.349022,0.106294,0.0497259
0.321509,0.115749,0.0505172
0.289559,0.11994400000000001,0.0529625
0.274375,0.11531,0.04928130000000001
0.288195,0.11266500000000002,0.041339999999999995
0.307794,0.10981099999999999,0.038455500000000004
0.310286,0.10580899999999999,0.0338369
0.29441999999999996,0.10384000000000002,0.030573900000000005
0.26539,0.10380299999999999,0.0314267
0.254861,0.111876,0.0463273
0.232121,0.134671,0.08002639999999998
0.196207,0.15319100000000002,0.11419100000000001
0.158177,0.160683,0.142531
0.12564,0.160642,0.166748
0.101729,0.155375,0.180763
0.0845327,0.15676600000000002,0.190006
0.07078469999999999,0.161125,0.189957
0.059620400000000004,0.168507,0.188148
0.0502934,0.181229,0.192685
0.0443829,0.200746,0.20524299999999998
0.0412848,0.218705,0.22945
0.040017800000000006,0.22083699999999998,0.25095100000000004
0.040048099999999996,0.223476,0.264301
0.0409954,0.231647,0.28091700000000003
0.0439983,0.243381,0.30449499999999996
0.0502298,0.254306,0.325446
0.0496851,0.24326799999999998,0.327169
0.046350699999999995,0.202179,0.29520599999999997
0.0547373,0.17811400000000002,0.27983
0.060513599999999994,0.162114,0.27059099999999997
0.06355670000000001,0.141733,0.261318
0.0681591,0.12182,0.242732
0.0759421,0.10536400000000001,0.21304099999999998
0.105833,0.12050799999999999,0.24713600000000002
0.13878800000000002,0.166955,0.317031
0.160909,0.200856,0.359095
0.17213299999999998,0.21038800000000002,0.372206
0.17563,0.20609699999999997,0.372296
0.179838,0.194524,0.37656300000000004
0.184611,0.171298,0.352179
0.185937,0.14851099999999998,0.32319699999999996
0.18229,0.127853,0.30031199999999997
0.17767,0.11111900000000001,0.27935
0.17257,0.09971089999999999,0.25907399999999997
0.164378,0.08930460000000001,0.231436
0.160847,0.0859452,0.219148
0.163921,0.0867617,0.208306
0.170969,0.0891453,0.198768
0.17716700000000002,0.0932755,0.193355
0.179706,0.100016,0.201286
0.155731,0.101502,0.21695
0.13563599999999998,0.0877995,0.241112
0.14689000000000002,0.0842673,0.313344
0.16789300000000001,0.08927189999999999,0.374051
0.17649,0.0903894,0.413238
0.18703699999999998,0.0831446,0.429733
0.227789,0.07168139999999999,0.454427
0.291233,0.074327,0.524935
0.332368,0.0848243,0.593964
0.34542399999999995,0.0932316,0.622393
0.34808,0.09757669999999999,0.638563
0.340401,0.0968747,0.644058
0.327954,0.09138160000000001,0.632383
0.339433,0.0832026,0.623372
0.350664,0.07675710000000001,0.618862
0.35484299999999996,0.0733795,0.623054
0.35948,0.0744062,0.629137
