deu_2012,xbnl_2012,xfra_2012
44910700,17571100,38945600
44923900,17437800,37945300
45162000,17375700,37514100
45212600,17498500,38562100
46928700,18242000,40864400
50881900,19586200,43325800
55091500,21029500,45987500
58859500,22747000,48404700
60813700,23434300,49033300
62489500,23979400,50205100
62200800,23857600,51808000
60419200,23469300,49102100
58111900,23073100,47174000
57018100,22821300,45363800
56049600,22674500,44483800
57440200,23293500,45011200
60812500,23559900,48533400
62433200,24441100,51320900
57574800,23491200,48350700
54220800,22200100,45868700
52800400,21466600,49136400
44820400,19197900,43977900
42103600,17983000,42839600
40567000,17065600,39983300
40515800,16904900,38820400
40464600,16744200,37657500
40870600,16666000,36776500
41112200,16782700,37196800
41206500,17163300,38441300
43497700,17934800,39581600
46919500,18706300,41918300
50574800,20041200,45101600
53833200,20710700,47387100
56443000,21513600,49287700
56110600,21834900,50927000
54899400,21278900,47337100
53497400,20772400,45142800
52075700,20484300,43704900
51946900,20647500,43451500
54002300,21598200,44578100
58201600,22744200,48887900
59777400,24241100,52463100
57264200,23625100,50184400
55282500,22464200,47328200
54240400,21689700,49964400
47002300,18887900,44789200
44882500,17888800,43866900
44249900,17417900,41884900
44611000,17346800,41181600
44972200,17275800,40478400
47097700,17472200,41231700
52271300,18466300,45395200
62878300,21132200,53262700
71944000,24632700,59066500
75142700,26107000,59765800
76414800,26936800,60324700
77662700,27074900,59816900
78454100,27126600,59723600
77245200,26677500,59100800
76072000,26634600,57629500
74403100,26246700,56052100
73275900,26069600,54435400
71150400,25986900,53200800
71513900,26352400,53547500
74083400,26355500,58279700
76343500,27384100,61436500
72007300,26147300,56850600
67286900,24541600,52693000
62688500,23286500,54956900
52886600,20147600,49166900
50451700,18933200,48027500
49415400,18229100,45890300
49829400,18128400,45076000
50243500,18027800,44261800
52044700,18233200,44550600
56272800,19096000,48215100
65856100,21679000,55803600
73273600,25119400,61211600
74812600,26640300,61302900
74931100,27694300,61533800
77336100,27966200,61213600
79439800,28175900,61398200
79389200,27224300,60487700
78903800,27030000,58971200
76973800,26640700,57507700
75367000,26415800,55784000
73395600,26165100,54719300
73576100,26232700,55054200
75538400,26094800,59463300
76878300,27511300,61798000
72208600,26274600,57372200
67321400,24726700,53442400
63049700,23651500,55435300
52718700,20415600,48806400
49855900,19096900,47554100
48666600,18451800,45181100
49089300,18330900,44327100
49512000,18210000,43473100
51394800,18314100,43688200
55356100,19197500,47126900
65041800,21692500,53929600
73300100,25028000,58575400
74841300,26601100,59825700
75013900,27448200,60318800
77382100,27627600,60557400
78493200,27882000,61232200
76588500,27402700,60786300
75743100,27278400,59466200
75016200,27012200,57767000
73557700,26703700,56081600
70720200,26613100,54782100
70591400,26845000,55227100
73986800,26888700,59668600
75766100,27433500,60613400
71211400,26221600,55825200
65892900,24612700,51726500
61741900,23491200,53693800
51526000,20258700,47322300
49417700,19062300,46186900
48507900,18268200,44006400
48767200,18092600,42929900
49026600,17916900,41853400
50927900,18065400,42046000
55215700,18920400,45312700
64956700,21418900,52794100
72599600,24832900,57876000
74147800,26452200,58015500
74220200,27143100,58458500
75529200,27292300,58390700
76912800,27721300,58961400
75764900,27098700,58389700
74863200,27212800,57071600
73777400,26833700,55848800
72298300,26610300,54652500
71382700,26519400,53250900
70966400,26873700,54073000
74029300,26863600,58545900
75946700,27559800,58888700
71416100,26244100,54252700
66609500,24556100,50525300
61846600,23266700,52551500
52462200,20276500,45927600
49804100,18948800,44846200
48281300,18298000,42568500
48555000,18166200,41681100
48828800,18034400,40793600
50270000,18077400,40918400
54889100,18994700,44012300
64753100,21408900,51131300
72993000,24618200,56258400
75016200,26123000,56710200
75074800,26962600,57453700
76673600,27017100,57498900
77767400,27002700,57999800
76917400,26465900,57645200
75004700,26402000,56138500
73378300,26126000,54749700
71427600,25940000,53354000
70252100,25720800,51876800
70276300,26053000,52154700
72875700,26246500,56288800
74640100,26670900,56538300
69711500,25281800,52354100
65013000,23665700,48802500
60887300,22671800,50991800
51921600,19917100,44476900
49217500,18536000,43011500
47441600,17599500,40390000
47203600,17458500,39333600
46965500,17317400,38277300
47479600,17107200,37441400
48399800,17315500,38571900
51014100,18157900,40560900
54644100,19722800,43509400
58244200,21140200,45786200
61015000,22614700,48297600
63759300,23203700,49374100
65401800,23549700,50681400
64121600,23344300,52335500
61737300,22936000,49116800
59736000,22590300,47476500
58699700,22148700,45677100
58252200,22063400,44777400
59687700,22614400,45492500
63818000,23554300,49907500
64623100,24074600,50887700
60068400,22878500,47287900
55979500,21655900,44793200
53619300,21060800,48171900
46085600,18685300,43091000
43750700,17605000,41513600
42522300,16928600,38714300
42252600,16782500,37486100
41982900,16636400,36257900
42574100,16511000,35255000
42753500,16582900,35593900
43163000,17042300,36738200
45700300,17886900,38096500
49004800,18753600,39854700
52257500,19970500,42748200
54973100,20929800,44884500
57986500,21538600,46733000
57122800,21789000,48384100
54471600,21248300,44684100
52264400,20759100,42671600
51275200,20270800,40797600
51315500,20319300,39929300
53778000,21250700,41158000
59037800,22763100,46369600
60842400,23849100,49261200
57799100,22978400,46809600
55031700,21794500,43995600
53752700,21050900,46473700
46361600,18415700,41473300
44662800,17398700,40306500
44067000,16927500,38086700
44357400,16903000,37222900
44647900,16878500,36359000
47170200,17119300,37066200
52535800,18141700,40878100
64301100,20892300,48361500
73483000,24519700,54260600
76251500,26095700,54678000
76637900,26781300,55428400
77839900,26966900,55717200
79289100,27109000,56196500
78221700,26568800,55857600
77784700,26650000,54558200
76629900,26537500,53167400
75262300,26159600,51758900
73626700,26186100,50437900
74316900,26290500,50558700
77290100,26416700,55570800
78370100,27412000,56875200
73826900,26134700,52293200
68641800,24524100,48438100
63509700,23268100,50458500
53668700,19978200,44329600
51375300,18833200,43163700
50268800,18084900,41048000
50537900,18064600,40138500
50807100,18044400,39229000
52718700,18082000,39596300
56933000,18994400,43173500
67328300,21561100,50343600
76112300,25001400,56071700
78688700,26474900,56230900
79003900,27068500,56918400
79590400,27228900,56938000
80258700,27230300,57552900
79040700,26640600,56660100
78264300,26774600,55161200
76700000,26547500,53670300
75545200,26183100,52368900
74032800,25945000,51346400
74498600,26302200,51602700
78028500,26549500,56792700
78908400,27545200,57503800
74215600,26183100,52891400
69236500,24605500,49306400
64181400,23401600,51487800
53813700,20070900,44936600
51478800,18888600,44006400
50435600,18239800,41865200
50676000,18129100,40912500
50916400,18018300,39959800
52962500,18091400,40503900
57118200,18898500,43865000
67258200,21413600,50571400
76241100,24768300,56111000
78772700,26521100,57173800
78845100,26928900,58040100
79737700,27102000,58159900
80821100,27498000,58791500
79336300,26970000,58086200
78523100,26949400,56554000
77171600,26838300,55015900
76230800,26646800,53373600
74814900,26364300,52031000
75605100,26679400,52557400
78438000,27077700,58429000
78992400,27497200,58875900
74488200,26143900,54323400
69665500,24588000,50698100
65155600,23323800,52663500
54307100,20120600,46588600
51603000,18858800,45549500
50380400,18241800,43471100
50561500,18140400,42557200
50742700,18039000,41643200
52446100,18146000,41879000
56656900,18949900,45426700
66220700,21543400,52745000
74508900,24825400,58171700
77230300,26605900,58334700
77479900,27205700,59018300
78570200,27464800,58721700
79268400,27732300,59124400
77870900,27170600,58503700
77080700,27137200,57012700
75414100,26874000,55357700
73493300,26571700,53838200
71886500,26532600,52762700
72124600,26880600,53406100
74885000,27430700,59381800
75193300,27711600,58936800
70233700,26389700,54431500
65335100,24657900,50951500
61109300,23506400,53079000
51293600,20469800,46710400
48963300,19252900,45553400
47894800,18519300,43422000
48316900,18411500,42548300
48739100,18303700,41674700
50853100,18533600,41863300
55147900,19366100,45415900
65628400,21950800,52621300
74596400,25202700,58179500
77048500,26954900,58717800
77239500,27751500,59530100
78122800,27990800,60289300
79136100,28080900,60837400
77898500,27446000,60979800
76551700,27225000,59307100
75145000,26772900,57824000
73837200,26406300,56302600
72696200,26324800,55253600
73339200,26515400,56330100
76206600,26988400,60845200
74772300,27123100,59743200
70009400,25842700,55529600
65821600,24165100,52561400
62443500,23212800,55040400
53466300,20509800,48722900
50957800,19318500,47492200
49721300,18311800,45133000
49512600,18137000,44201400
49303800,17962200,43269800
49181900,17805900,42892600
48716100,17880200,44121300
49525800,18606600,46828300
53258100,20082600,50323900
57326300,21650000,52948400
60483600,22968700,55829100
62177800,23656900,56333000
62851800,24070700,57472400
61602700,23688800,58638200
59418500,22773200,55471600
57826700,22426300,53695800
57339000,22110500,52067300
57368900,21890900,51463300
59301200,22560300,52915900
63851300,23863300,58729600
63515500,24637300,59922900
59132100,23544000,56674800
55533200,22208100,54336200
54990300,21566200,58354400
48716100,19619700,53464000
46268500,18355800,52346300
45089500,17657800,47231000
44559300,17120300,47231000
44183200,16963100,46709400
43895600,16878900,46840100
43405700,17032300,48166000
43893300,17663700,49973300
47755700,18351000,51484900
52405800,19598200,54253700
55696500,20938000,55602300
56706400,21456100,55638600
57827800,21782500,56447900
55827600,21817100,56836900
52632400,21199800,53100600
50969300,20702600,50750200
51899800,20631500,49752300
53918300,21114600,50343600
60301900,23580800,55423500
63242900,24936400,60468100
62045500,24562000,60030000
59397800,23659900,57734600
57271100,22386700,55371400
57112400,21493300,58285600
51217700,18919900,53679100
49803000,17997500,53067200
49187600,17552600,50906400
49421100,17494000,50128500
49654600,17435300,49350600
51177400,17736700,50339600
55412400,18829300,54702600
65443200,21505200,61097700
72554800,24852300,64788800
75640700,26870200,67499600
77693800,27962600,68004500
78723200,28397100,67406300
79539800,28708000,67541900
78294200,28402300,66345500
77352200,28455300,64871300
76919700,28146800,62791900
75961600,28072500,61420800
75234700,28224000,61336300
78542600,29662600,66076400
78833600,29306500,70911800
76410200,28214700,68120400
71860100,26543500,63749600
67366300,24935800,60492600
63815700,23860000,62760500
54611900,20827200,57175700
52461100,19659200,56703300
51205100,18930200,54713400
51398300,18802300,53833300
51591500,18674500,52953300
52649700,18843500,53526900
56203800,19706200,57439900
65432800,22236600,63411700
73332300,25161200,66620600
76191700,26829600,68198000
76920900,27688600,68133100
78126300,28022800,67073300
78860100,28245100,66630400
78745100,27880600,65479200
78392000,27701500,63846800
77129100,27608800,62049400
76131800,27366900,60605600
75487700,27472600,60398300
78894600,28906000,64903700
79109700,29041500,70128000
76642500,28084800,67323800
72266100,26384500,62987400
67820600,24881100,59729500
64072200,23821200,62385300
54381900,20811000,56741600
52352900,19504200,55811500
51400600,18781500,53907000
51629500,18639400,52926700
51858400,18497300,51946500
52980900,18677800,52540700
55897800,19477200,56202400
63134800,21984500,62307700
68667200,24866200,65636400
70706400,26556000,67895400
71945200,27391700,68199000
73112600,27574300,67324800
74664200,27504200,67503600
73011400,27024200,66331800
71419500,26833300,64812300
70689200,26599300,63005100
69665500,26442600,61236100
69411300,26668600,60836400
73918900,28580600,64796600
73994800,28667000,68008400
71553000,27568500,65397700
66912000,25985900,61162500
63031200,24521300,57998800
60329500,23451000,60674300
51621400,20579600,54887200
49344100,19204600,54039600
48435400,18459900,51378800
48399800,18122400,48757300
48602200,17970600,47936200
49438400,18472900,48713100
51820400,20249300,50352400
55009900,22463400,50775700
57487400,24093600,52898300
59610600,25228400,54620100
62189300,25718300,55101300
64992300,26254300,56381100
65814700,26213700,57576500
64520700,25947300,54320500
63382100,25595500,52032900
61692400,25426700,50851400
61408300,25742500,51066500
65605400,27077100,56454800
66336900,27303600,60581000
64290700,26554100,59582100
60675700,25495500,56891900
57878400,24035100,54741800
56533900,23021900,57976200
52053900,21798400,57200300
48655100,20135700,53005300
46526100,18820800,52204800
45694500,18193900,49812200
45601400,18032000,47954900
47560100,18115700,48141500
51354600,18820100,50889700
58088900,20968600,55139600
64020400,23561000,56796600
66315000,25209300,59310100
67326000,26154300,60509300
68679800,26409300,60589900
69249100,26652900,61509200
67755100,26301000,62337200
67305300,26501500,59833600
67090200,26231100,57822000
67878100,26292300,56252500
68695900,26645800,56021700
72884900,28271100,60882600
72419000,27953600,64506900
69530900,26842800,62005200
64444800,25456700,58349500
60814800,23805600,55585600
58476500,23293200,58517400
54165600,22392300,57190500
49831700,20690200,52409100
47572800,19384500,51234400
46061400,18625500,48469500
45827900,18200900,46134800
46465100,18054000,45677100
46537600,18148300,46809600
47994900,18869500,48724900
51362600,19982100,49922200
55545800,21468100,52943400
59478300,23315600,54788000
62441200,24369600,54980500
64081400,24778100,55933300
63520100,24811100,57069700
62387100,24316000,54250700
60545700,23712200,52163600
59464500,23274900,50671600
59839500,23466500,50459500
64501200,25524200,55456900
64945200,26178100,58983000
61279500,25266500,57038200
56640800,23968700,53912900
54615300,22732900,51971100
54352000,22221200,55544300
50948600,21346000,55076800
46780300,19890400,50653900
43894500,18823700,49508700
42814500,17985400,46772300
42761600,17544000,44273600
43440200,17325300,43242300
43174500,17346200,43745200
42506200,17760100,44729300
43745000,18237100,44907100
47770600,19282800,47563900
51524800,20728200,50256100
55067400,21716000,52075200
58399500,22579100,53858900
58998700,23095000,55228000
57873800,22931700,51739300
55969100,22513900,49349600
54616500,22187400,48223000
55044400,22596700,48638500
60307600,24843000,53360900
61943200,25741100,57079500
59978700,25309200,56699400
57046800,24278400,54558200
55467600,22992800,52681200
55014500,22214900,55813400
51237300,20890600,54691800
47631400,19372300,50400500
46143100,18478200,49731700
45523100,17973200,47493200
46324800,17826000,45781300
48997800,18033000,46638700
53842400,19171900,50902400
64739300,22108500,57188500
72276400,25546900,60541700
75013900,27174500,62810600
75446300,28157500,63925400
76582700,28346200,64373300
77577600,28525300,65234700
77106000,28319800,65107000
76536700,28498700,63768300
75692500,28280700,62222300
75222000,28244300,60854100
75216300,28333200,60901200
78457500,30192100,65674700
78433400,30219700,69420800
75929400,29162600,66780700
71205600,27452000,62425600
66746300,25848000,58979100
62643600,24761000,61763600
56967500,23252800,60380600
52891200,21432500,55877300
50919800,20252700,55106200
50587400,19436800,52826600
51473000,19317700,51257000
53163800,19502100,51651900
57150400,20489200,55249600
66792300,23300500,61433600
73958000,26594600,64811300
75636100,27715300,67056700
75231200,28451900,67673500
76214700,28479100,67396500
77814600,28349100,67570300
76780600,27971200,66800300
76274500,28030900,65420300
75649900,27918600,63510900
75485400,28039700,62207500
75479700,28542200,62152500
79370800,30380800,67332600
79155700,30004800,71501100
75754600,29095600,68960200
70127900,27582100,64596200
65446600,25853100,61218500
61692400,24853100,63989200
55284800,23332000,62586700
50647200,21502900,57907500
47921300,20153800,57150200
46826300,19491900,54829300
47412900,19098600,52903200
49393500,19255300,53396200
53804500,20152700,56962600
63418900,22808500,62933400
70977900,26283200,66174600
73653200,27848000,68214700
74491700,28554200,68809900
75847800,28787100,68506400
77407400,28969100,68760800
76749500,28600600,67894500
76851900,28652800,66309200
76173300,28389500,64311400
76179000,28282700,62737900
76573500,28494800,62351900
79438600,30335800,67758900
78581700,30054600,71466700
75640700,28895900,68670400
70689200,27358800,64214200
66125200,25658400,60794200
62343400,24646700,63543300
56734000,23194600,62288100
52459900,21431300,57630500
50428700,20180800,56688600
49401600,19346400,54438300
50365400,19078200,52594800
52107900,19101700,52976800
56079500,20096900,56629600
65676700,22896700,62828300
73557700,26246400,66062700
76120300,27652100,67937700
76889800,28544600,68607500
78050400,28663800,68374800
79245400,28813400,68702800
78561000,28379800,67850300
77875500,28435000,66365200
77087600,28208300,64460700
76858800,28231800,62906900
76850700,28539100,62922600
80108000,30237900,67897400
79207400,29960400,71217200
77241800,28959200,68266700
72467400,27447100,63761400
67832100,25713000,60288300
63922600,24582600,62971700
58446600,23217600,61703700
54107000,21251200,56893800
51955000,20099900,56134600
51163600,19293000,53769500
52310400,19074400,52104600
54219700,19126400,52584000
57648400,20207500,56247600
67567600,22802600,62083800
75515300,26197200,65346600
77464900,27602100,67404400
77935300,28569300,68126300
79856100,28723200,67842400
81293900,28598800,68048700
80228800,28097900,67566400
78559900,27929800,65483200
76663200,27645500,63392100
75794800,27459000,62185900
76105400,27754500,61951200
79706600,29450900,66575400
78925600,29077500,68927700
76047900,27928600,65454700
70483300,26348200,61103500
65611100,24731300,57926100
62306600,23955000,60497500
57042200,23125500,59079200
52546200,21238700,53838200
49987000,19865100,52244100
48489500,18902900,49411500
48316900,18303200,46739900
48533200,18148800,45882400
48573400,18378400,46718300
49676500,19163500,48760300
53284600,20559000,50317000
57940500,22151000,53035800
62138700,23794500,55277100
64922200,24650400,56231800
66239100,25122300,57476300
65317800,24884000,58976100
63614400,24436600,56352700
62001800,24081300,54401000
61775200,23905700,52941500
63310700,24291400,53424700
67250100,26182600,57893700
67004000,26025500,60468100
64165300,25072600,58329800
58988300,23809600,54988400
55564300,22550300,53043600
55045500,22054600,56750400
50911800,21244200,56408600
46519200,19921700,52107600
43482700,18691100,50886700
42147400,17888900,48279000
42347500,17446800,45852000
43099700,17364700,44922800
42675300,17485500,45552400
42371600,17995900,46757600
43945100,18520900,47388100
48022500,19316000,49946800
51955000,20819900,52531900
54630300,21634200,53906000
57609300,22096400,55428400
57720800,22432500,56699400
55864400,22164300,53089800
54236900,21678500,50958400
54311700,21526000,49403600
56431500,22063800,49880900
63003600,24701800,56239700
64349400,25337800,60092900
62599900,25049300,59927900
60054600,24145700,57484100
57517300,23024400,55163200
56896200,22383700,58286600
52809600,21211200,57344700
48941500,19613400,53367800
47036800,18723600,52896300
46368500,18181500,50735500
47253000,18028900,48930200
49643100,18229500,49895700
54433600,19252400,54622000
65805500,22213200,62736900
74430700,25838400,66928000
76915100,27357800,67929800
77722600,28222900,68561400
78701400,28427900,68408200
79748000,28793300,69009300
79116600,28474400,68373800
78653000,28486400,66858200
77736400,28344300,65040200
77743300,28248300,63660200
77790400,28745100,64034400
81533100,30615100,69550500
81115600,30230300,72695500
78876200,29130700,69766500
74220200,27435100,64987200
69651700,25801800,61151700
65448900,24714900,63607200
59202300,23452000,62113200
55172000,21445800,57677600
53171900,20190400,56741600
52557700,19439200,54693700
53911400,19221100,52746000
55589600,19296600,53195900
59285100,20264400,57298500
68479700,23137400,65050000
76043300,26681100,68977800
77960600,28011400,69412000
77705300,28852900,69490500
79348900,29130200,68805900
80829200,29405200,68738200
80081600,29067400,68027100
79275300,29033800,66328800
77994000,28806500,64534400
77561500,28692700,63430400
77875500,29019500,63846800
81768900,30732500,69247900
81434200,30131700,72706300
79231600,28968400,69952200
74283500,27416900,65332900
70100300,25761600,61816600
65751400,24618800,64164100
59828000,23162000,62826300
55074300,21348200,58021400
53124700,20102300,57182600
52226400,19341000,54896100
52960200,19110400,53419800
54655600,19145000,53829400
58624900,19961000,57659000
68271500,22571500,64922300
75802900,25955600,68890400
78264300,27328500,70118200
77703000,28233000,70571900
78986600,28254700,70303800
79973500,28200300,70542500
79076300,27698200,69816600
78716300,27711500,67812000
78255100,27453500,65742500
77807700,27488100,64413600
78593200,27743400,64741600
82645300,29909100,70667200
82314100,29576700,74164800
80019500,28527800,70504200
75368100,27165100,65914400
70829500,25665900,62275300
66623300,24552300,64704300
60917200,23276600,63340000
56395800,21467000,58782600
54204700,20299700,57741500
53538800,19595700,55559000
54033400,19333700,53555400
55675800,19551300,53736100
59304700,20473400,57729700
68927100,23175500,65706100
77079600,26782700,69662400
79646800,28235100,69986600
80044800,29161200,70223300
80786600,29449500,69953200
81626300,29677500,70017000
81555000,29194400,69329500
81174300,29157100,67621400
80333500,29041200,65862300
80016000,28924000,64553000
80619900,29477300,64744600
83537900,31258600,70633800
82641900,30656800,73396700
80555500,29502600,70073000
75809800,27948200,65415400
71549500,26223900,61769500
67713600,25072400,64253500
61708500,23869600,62628900
56015100,22083400,57999800
53748100,20738900,57277900
52954500,19990100,54975600
53564100,19681200,53308800
54981100,19941900,53634900
58493800,20854800,57539100
67655000,23426800,65140400
76336600,27054800,69287200
79644500,28668200,69801900
80248400,29508700,70057300
81949500,29722700,69820600
82288800,30044300,69763600
80956900,29487900,68989600
79503000,29059400,66783600
77611000,28609400,64755400
77096800,28374400,63287000
78819800,28617500,63601300
81736700,30495000,69198800
80309300,29865900,71441200
77621300,28589400,67944600
73035600,27029400,63722100
68886800,25417000,60377700
65944700,24614000,63190700
60388100,23869500,61758700
55521700,22019900,56608000
53007400,20566400,55148500
51812400,19623300,52380600
51448900,19128100,49876000
51239600,18916900,49383000
50842700,19047000,50523300
51555900,19898600,52804000
55151300,21303900,54671100
59331100,22763200,57226800
62876000,24444000,59438700
64826700,25191100,59441700
65853800,25698600,60298100
64760000,25548200,61639800
62656300,25244200,58492900
61274900,24870500,56444000
61159900,24776800,54778200
63340600,25521500,55364600
67880400,27119600,60108600
67436500,26679600,62357800
64325200,25701900,60058500
59721000,24460600,56626700
56979000,23278600,54300800
56386600,22751000,58018500
52791200,21983200,57618700
49094500,20528300,53066200
46337500,19321600,51973000
44846800,18454400,49042200
44576500,18014100,46525800
44987200,17801800,45467900
44529400,17950600,45888300
43542500,18315600,46954000
45721000,19072900,47684800
49198000,20041400,50201100
53496200,21588000,53094700
57252700,22693500,54721200
61095500,23558000,56159200
61112700,23773700,57625600
58655900,23308600,53862800
57072100,22573100,51574300
56384300,22423400,50167700
58355700,22910100,51203000
63781200,25619900,56950800
65051000,26203900,60207800
63562600,25805100,59985800
60492800,24941300,57468400
58519100,23726200,54980500
57755400,23082600,58140300
53316800,21934600,57492000
49891500,20436100,53373600
47762600,19463100,52494600
47458900,18873200,50453600
48626300,18578200,48613900
50816300,18920100,49329900
55323900,19868000,53605400
66533600,22902100,61472900
75776400,26657400,65988000
78431100,28159900,66593100
78573700,29169500,67260000
80067800,29351300,66972200
81157000,29484700,67071400
80078100,29068000,66473200
79735400,29295400,64952800
78564500,28969200,63140600
78354000,28937200,62077900
78607000,29637300,62840100
82289900,31204200,68078100
81515900,30291600,70955000
79216600,29380500,67684300
74313400,27584900,63121000
69543600,25908600,59521200
65666300,24725400,61739000
59949900,23320800,60653700
55971400,21553800,56023600
53283400,20224900,55188700
52404700,19423200,53259700
52956800,19202700,51444600
53878100,19191800,52110500
57283800,20327400,55969600
67847100,23145700,63785900
76652900,26772800,68028000
78846300,27935400,68268700
79281000,28743700,68376700
80541700,28789100,67844400
81798800,28712700,67907200
80795800,28040000,67080200
80308200,28045400,65352500
79659500,28002600,63631700
79366200,28108300,62820400
80648600,28877600,64146400
83708100,30992300,69326500
82773000,30218000,72044300
80317400,29113400,68877600
75723500,27556400,64099300
71213700,25914900,60633100
66627900,24689600,62722200
60605500,23358800,61397200
56225600,21381000,56756300
53965500,20145600,55742700
53096000,19399700,53820500
53346700,19246900,51917000
54633800,19517200,52587900
57953200,20400300,56267200
67182300,23261700,63031600
75601600,27055100,67195100
78251600,28416100,68805000
78329800,29143500,69566200
79551300,29387400,69540600
81053500,29566700,70128000
79985000,29226400,69494500
79365000,29227200,68117400
77865200,29138000,66347500
76894400,29196100,64979300
78088300,29644000,65455700
81697600,31008300,69978700
81320300,30142400,72881100
78770400,29113200,69433600
73803900,27563900,64817200
68986900,25974100,60675300
65378800,24893100,63154400
60050000,23537000,62014000
56204900,21641500,57698300
54273700,20218500,56822100
52719800,19509800,54907800
53025800,19100000,52992600
54444000,19221400,53329400
57736900,20265100,57227800
67054600,23103800,65028400
75867300,26768800,69703700
77219900,28036000,69369700
76562000,28659900,69526900
77586800,28528900,68926800
78566800,28545600,68929700
78110200,27889000,68023100
78004300,27881400,66378900
76918600,27732500,64651200
76613800,27758900,63597300
77927300,28484600,64478400
81660800,30644200,69913900
80772800,30138600,73011700
78303400,29225800,69533800
73427800,27706700,65121700
69384900,25942200,61426700
65817000,24740500,63954900
60550300,23504500,62331300
56164600,21635400,57697300
54086300,20300900,56721000
53133900,19446200,54808600
53623900,19232700,52800000
54353100,19389200,53266600
57381500,20285400,56862400
66211500,23043600,64437100
74637800,26505800,68695900
76779400,28321900,68903200
77743300,29270400,69029900
78628900,29707800,68690000
79814700,29933400,68680200
79230400,29390300,67974000
77460300,29332800,66187400
75974300,28885800,64289800
75146100,28550500,63131800
76468800,28916900,63626800
78729000,30283700,68244100
77379800,29447800,70111300
74670000,28167600,66772800
70317700,26626400,62386300
66039000,25036900,58999700
63405100,24180000,61516100
58282100,23309600,60084000
53475500,21603600,55201500
50766800,20025000,53838200
49707500,19048100,51048800
49659200,18587100,48790700
50160700,18427500,48154200
50215900,18633600,49478200
51297100,19466500,51706900
55869000,20933800,54070000
60461700,22380800,56336900
63567200,24078900,58352400
65750300,24822400,58751200
67119000,25157500,59739300
66509400,25131300,61008300
64054900,24698100,58076400
62720700,24339600,55952900
62840300,24397000,54404000
65521400,25461600,54863600
69242200,26932500,59635200
68845400,26582900,61621200
65645600,25663200,59270800
60799900,24349600,55763300
57619600,23120700,53479700
56525800,22537200,56732800
52616300,21654400,56309400
48831100,20095700,52039800
45913100,18776200,50584200
44622500,17808700,47711300
44077400,17349400,45048500
43815100,17161000,43854200
42812200,17128800,44375700
41740200,17639200,45529800
43654100,18317200,46659300
47540600,19341300,48715100
51404000,20750500,51576200
54579700,21728900,53350100
58555900,22561300,54647600
58076300,22919200,56158200
55343400,22394100,52167500
52803800,22000700,49988000
52637000,21922900,48665000
55449200,22808100,49704200
60553800,25322700,55447100
61308300,25576000,58719800
60353600,25245800,58445700
57623100,24459700,55999100
55438900,23175800,53689900
54863800,22441400,56467600
50952000,21284900,55502100
46939000,19720800,51591900
44890500,18638900,50803200
44379900,18030400,48573600
45711800,17859000,46583700
48781600,18161300,47158300
53576700,19247200,51284500
64597800,22202800,58827800
74298500,26148500,63906700
76504500,27921500,64424400
77012900,28730400,65166900
78540300,28859500,65447800
80548600,29388300,66500700
80034400,28598700,66159900
79717000,28560200,65187500
78664600,28301500,63823300
78158500,28314000,63092500
79336300,29068300,64104200
81594100,30719600,68597700
80241500,29967600,70997200
77772000,28808700,67794300
73203500,27273100,63031600
68623400,25628000,59111600
64534500,24535200,61513100
58536300,23128200,60332500
53822900,21235500,55724000
51697300,19958900,54968700
51177400,19267400,52824600
51840000,18950500,51071400
54069000,19135200,51650900
58067100,20217200,55659200
68209400,23015200,63444100
77130200,26708400,68419000
79744600,28300700,68641900
79296000,28949300,69177200
80135600,28997400,69081000
81274300,29105900,69758700
80820000,28846000,69451200
80798100,28730800,68203900
80227700,28566600,67171600
79872200,28511600,66450600
80713000,29330700,67286500
82817900,30841300,71615000
82163400,30034300,74050900
79665200,28778900,70542500
75609700,27246600,65943800
70781200,25647600,62202600
66556600,24599600,64406700
60400800,23258100,62647600
55691900,21436300,57984100
53496200,20146900,57034300
52777400,19428100,54827300
53848200,19233500,53038700
55452700,19450300,53372700
59232200,20338700,57405600
69223800,23050300,64477400
78081400,26874800,69143800
80317400,28607600,70616100
80063200,29237400,71707400
81155800,29148000,72018700
82429100,29096600,72939000
81564200,28618900,72597200
81105200,28685300,71705400
80414000,28625800,70678000
80333500,28809800,69909000
81460600,29362500,70721200
82975400,31171700,75016400
82151900,30276500,77291200
79579000,29173600,73736600
74610200,27561700,68906100
69788600,26069500,64781900
66211500,24877300,67048800
60414600,23445500,65691400
55349200,21643200,61451200
53128200,20354600,60541700
52168900,19639900,58471300
52300000,19362400,56642400
53851600,19458600,57063800
57058300,20487300,61072100
66415100,23326500,68648800
75301400,27048800,73544100
77631700,28640200,73582400
77452300,29125700,73850500
78402300,29109700,73662900
79397200,29090400,74226700
78847400,28651700,73374200
78658800,28623200,72152300
78004300,28605500,70415800
78180300,28560900,69656500
79074000,29282500,70849900
80722200,31078900,76200900
79231600,30406100,79334100
76376800,29314200,75860100
71786400,27865500,71315500
67610100,26224800,67583100
64336700,25083500,70257600
58968800,23807000,68906100
54670600,21967500,64466600
52603700,20770100,63654300
51712300,19963200,61696800
52405800,19648300,59918000
53864300,19797900,60446500
57332100,20671800,64285900
66726800,23393200,71568900
75401500,27050700,76309900
77861700,28605200,76352200
77693800,29261400,76606600
78101000,29321400,76128200
79559400,29283000,75603700
78487400,28721000,75105800
77194600,28545900,72743600
75543000,28231500,70576800
