deu_2012,xbnl_2012,xfra_2012
63206100,22810000,50446700
59990200,22346000,47182800
57817500,21869700,45263600
56459100,21454600,43638100
55631000,21490600,42685400
56141600,21984900,43762800
58553600,22321400,47745600
61678600,23837700,52242200
57816300,23386500,49539100
54365800,22014000,47534500
52488700,21219500,50699100
48396300,20163600,50717800
44569600,18724800,47011900
42214100,17629800,46115200
41781000,17297800,44859000
41348000,16965800,43602700
41293900,16676600,41183600
41678100,16663800,40666900
41188100,17017700,41141300
41750500,17166400,40983200
45878500,17962900,43104800
50938200,19502200,44979800
54648700,20644100,45716400
57634600,21412100,46056300
56964000,21591700,47513800
54271400,20998800,43630200
51490300,20364400,41210100
49448700,19804500,39332100
48223800,19669300,38278200
49377400,20330200,39218200
51399400,21022400,42670600
53727400,21635700,46121100
56996200,23059400,49671700
55055900,22608300,47532500
54092000,21588600,50050900
49809900,20183000,49164900
46269600,18667100,45263600
44705400,17682700,44777400
44274000,17256200,42943700
45573800,17112300,41205200
47916700,17346700,41753300
52584100,18486800,45519000
62771300,21344200,52974900
68455500,24544300,56494100
70906600,26271600,57381000
71821000,27040100,57204200
73730300,27289200,56062900
75070200,27628900,55771200
74825200,27126900,55295800
74075300,27095700,53962000
72572000,26728900,52347200
70518900,26400400,50687300
68061000,26124500,49203200
67244400,26002300,49148200
67598600,25160000,51647900
68747700,24701600,52596700
70446500,25694800,54351900
66405900,25110600,51017400
61537200,23696700,53110400
55422800,22243100,51909200
51248800,20344800,47863500
48874800,19060300,47006100
47858000,18377400,44947400
48428500,18163000,43193200
50039900,18242100,43539900
54133400,19215600,46894100
63092200,21829300,54163300
68536000,24908700,57830900
70828300,26414400,58209000
71751900,27096800,57796500
73565800,27290900,56722000
75521100,27372400,56331000
74810300,26848200,55715200
74085700,26938500,54043500
72577800,26666300,52719500
70860600,26503400,51187300
68357800,26113600,49729700
66979800,25946100,49735600
67079900,25002100,51922900
68077100,24570600,52372800
69637900,25499400,54181000
65772100,24900800,51000700
61182900,23564300,52974900
55097300,22087700,51887600
51285600,20133000,47361600
49218700,18912400,46645600
48129500,18337500,44604600
48313500,18109700,42921100
50376900,18218900,43196100
54691300,19119100,46594500
63273900,21807400,53096700
68436000,24816300,56058000
70468300,26501400,57589200
71539200,27244200,57479200
73309300,27385100,56393900
74789600,27528500,56319300
74056900,27152400,55698500
72990700,26845800,53907000
71366600,26459200,52550600
68890300,26475400,51091000
66439200,26197300,49839700
64946300,26077100,49450700
64774900,25100300,51799200
65189000,24490700,52126300
66316200,25348900,53925600
63066900,24903300,50618600
58684700,23691700,52808900
52860200,22239600,51663600
48354900,20331100,47504000
45515100,19132600,46493300
44314300,18414900,44295200
45263200,18146400,42624500
47142600,18394800,42712900
51698500,19334900,46068100
60576800,21997500,53408000
66671600,24966000,56570700
68337000,26344900,57248400
69361900,27216500,56766200
70954900,27271600,55801600
73011400,27523500,55593400
72857300,27259000,54794900
72135000,27113600,53609400
69971500,26927100,52105600
68354300,26696500,50672600
66562300,26358400,49361400
66033200,26229800,49506700
65797400,25477300,51748100
66415100,25154100,51934700
66448400,25944500,53399200
63022000,25122400,50299400
59118300,23868900,52409100
54193200,22438700,51511400
49342900,20532200,47001100
46680200,19275900,45969800
45762400,18620500,43889500
46949400,18410400,42087200
48675800,18487800,42307200
52485200,19303700,45769500
61465800,21874400,52634100
67517000,24936200,55844900
70223400,26648000,56717000
70946800,27615600,56608000
72261500,28016800,55475600
73056300,28214200,55229000
71715100,27842000,54886200
69896700,27701000,53134000
67921800,27325200,51401400
66139000,26790300,49599100
64601200,26390900,48302600
63936400,26392800,48645300
63371700,25859300,50484000
64023900,25267000,50439800
63913400,25452600,52385600
60627400,24333400,49852500
57801400,23440800,52152800
52778500,22363900,51190200
47963800,20598000,46627900
44843400,19270500,45399200
42858200,18401600,42857200
43080200,18019200,40556000
43560900,17837400,39990200
44042900,17851800,41102100
45089500,18604600,43142100
48216900,19508000,44587900
52692200,21357600,47714200
56862800,23206500,49339800
59479500,23977700,48977300
60678000,24353800,49573500
59396700,24110400,51018300
57502300,23537800,47972500
55022500,23099900,46306700
53491600,22630700,44539800
52580700,22497700,43481900
54238100,22758500,44434700
55902400,22730200,46886200
56743200,22479400,48025600
57290700,23076300,49811200
55465300,22679200,47882200
54164500,22044900,51276700
51243000,21205200,51104800
45859000,19708500,46492400
43390700,18577900,45727200
42134700,17756400,43316900
41907000,17314200,41054900
42601700,17191000,39972500
43243500,17287700,40661100
43632200,17544500,41659900
45304600,17554600,42010600
49246300,18639500,44576100
52493300,19845100,46247800
55317000,20560000,46720200
58568500,21125900,47466700
58756000,21256200,48667900
57241200,20689300,44773500
55700000,20182800,42161900
55046700,19602800,40263300
55069700,19616500,39139600
56930700,20399300,40269200
58880200,21038300,43556600
60610100,21415100,46758500
63129000,22500300,50633300
61759100,22558700,48792700
61245000,21879800,51668500
57322900,20573400,51079200
54277200,19054500,47265400
52113700,18178100,47002100
51414400,17517500,45172300
51511000,17414500,43476000
53024600,17711100,44333500
56383200,18770700,48518600
63283100,21463800,56029500
69166300,24138500,59476000
73663600,26167100,60511300
76411300,26972700,59871900
78312600,27207500,58673600
79664100,27318200,58078400
78585200,26832400,57545000
77294700,26713300,55684800
75361200,26210600,53616200
73011400,25980800,52208800
70084200,25692800,50724700
68427900,25728600,50545900
67765400,25135500,53526900
67581400,24713500,54051400
67710200,25308300,55522700
64237800,24953200,52657600
60075300,23819900,54977600
54465800,22432600,53995400
50457400,20555500,49690400
48027100,19191600,48724900
47057500,18601600,46725100
47644100,18252000,45257700
49402700,18543200,45410000
52468000,19366800,49217000
58984900,21835400,56362500
65077400,24569300,59666600
70540800,26324300,60549600
73693500,26989400,60347300
75787900,27029000,59331700
77833000,27079300,59203000
76096200,26591200,58735500
74735500,26538900,57205200
72371900,26302500,55810500
70811100,26084500,54578800
68421000,25867100,53595600
67521600,26043700,54044500
67686000,25380100,56920400
68153000,24995100,57123700
69290600,25605300,57123700
66185100,25029000,54000300
62199700,23873100,56228900
56163500,22474100,55160300
52447300,20587400,50600900
50817400,19332700,49540100
49595900,18710700,47628800
49618900,18360700,46036600
51582300,18505400,46169200
55565400,19441200,49695300
63222200,21916800,56319300
69869100,24620700,59616500
73570400,26667700,62138800
75284200,27611000,62454100
77314200,27729500,61796000
79072900,27889600,62297900
78207900,27388500,61719400
76663200,27407200,60286400
74959800,27227200,58682400
73125300,27017000,57086400
71122800,26824300,56130700
70620200,26795600,56138500
70819100,26039300,59015400
71434500,25698700,58990800
71760000,26023700,59309100
68591200,25341200,56190600
64335600,24258100,58073500
58113100,22750000,56794600
53997700,20856800,52554500
51868700,19477900,51711800
51067000,18773900,49554900
51661700,18462000,47455900
53033800,18612700,47889000
56064600,19481800,51486800
63711000,21909800,58722700
69340000,24749600,62202600
73068900,26720900,63286000
74288100,27839900,62978600
75355500,28170000,62289100
76042100,28470700,62289100
75120800,27962600,61620200
73914300,27858800,60111500
71799100,27508500,58380900
70230200,27128000,56668900
68565900,26744900,55301700
68279500,26558300,55577700
68507300,25950200,58185400
68952400,25521100,58006700
68654500,26001300,58971200
65225800,25382700,55810500
61343900,24445500,58147100
56201500,23237900,56649300
51532900,21429500,52309900
48297400,20065300,51406300
46691700,19300100,49441900
46546800,19027800,47433300
46801000,19144400,47631700
46939000,19914900,50882800
46243200,21874800,57596100
47516400,23812400,60971900
51116500,25598400,62372500
54050600,26745500,62449200
56828300,26719000,61583800
59377100,26706600,61113400
59404700,26180200,60359000
56883500,25791200,57657000
54807400,25270600,55337100
53332900,24909700,53170300
52660000,24754600,51641000
53565200,25047700,52092900
55834500,24543900,54379400
57196400,24073600,54594500
58792800,24508400,56302600
57489700,24286300,54262500
55775900,23609300,56961600
51023300,22684100,56112000
46858500,20899900,51204000
44428200,19510700,50055800
42952500,18478100,47624800
42870800,17999700,45419800
43958900,17876100,44660600
45242500,18109600,45759600
46320200,18785000,47730900
48662000,19409900,49655000
52292000,21188600,52759800
55612600,23062800,54280200
57000800,23631000,53665400
57603500,23847600,54210500
57733500,23674500,55102300
56571800,23052600,52174400
55116800,22640700,50306200
54242700,22423800,48643400
52593300,22491600,47731900
52426500,22636300,48383100
52385100,22716100,51252100
52116000,22481400,52387500
52508200,22944400,53512100
50702400,22847700,51907200
49562600,22165800,55172100
45723300,21348200,54930400
42091000,19893400,50708900
39644600,18630500,49747400
38694500,17793900,47373400
38589800,17334900,44806900
39737700,17171300,43647900
40524400,17263600,44283400
40644100,17458300,44859900
42386600,17640300,45688900
46612400,18944600,48709200
50623100,20165400,50648000
52380500,20760800,51192200
53304100,20966600,51485900
51577700,20833200,52133100
48040900,20171400,48113000
45838300,19597200,45535700
44031400,19323700,44100700
42669500,19510900,43126400
43451700,20344200,43972000
43927800,21033600,46837100
44092300,21322300,49425200
46026900,22004200,52229400
45968300,21859200,51157800
45262100,21356000,54428500
42907600,20403000,53795000
40425500,18890500,49462500
38760100,17770100,48777000
37822700,17051200,46319500
38043500,16868100,44008400
39401900,16808800,43284500
39973500,17056100,43994600
39964300,17631500,44892400
41921900,17851300,45308800
46024600,19147400,48098300
50341300,20717100,50608800
54407200,21638400,51497600
57984200,22241800,52508300
57848500,22383900,53612300
55130600,21852500,50241400
53150000,21374100,47779000
51461500,21211700,46066100
50414900,21302100,45260700
51065900,22155600,46423600
53208700,22518000,49844600
54655600,22423000,51826700
56015100,22854900,53882400
55602200,22620400,52108600
55279000,22101000,54769300
51735300,21030600,53832300
48215700,19354400,49353500
45909600,18225100,48791700
45244800,17691800,46725100
45956800,17429800,44622300
47471600,17763000,45344200
51124500,18751100,49130500
58584600,21425500,55618000
65461600,24172500,59479000
71260800,26495100,61950200
74231700,27802900,62943200
76430900,28141500,63007000
79018800,28422100,63921500
77577600,28002000,63461800
75775300,27958700,62537600
73762500,27556600,61025000
71054900,27353400,59981900
68637200,27061300,59032100
67605500,27111000,59155800
67821800,26461600,61584800
68176000,26073700,60853100
68771800,25968900,60776500
67119000,25565300,58035200
64275700,24508200,60232300
59150500,23244400,59020300
55234100,21229500,54364700
52699100,19843300,53524900
51649000,19163700,51559500
51719200,18806400,49637400
53564100,18891700,50017500
57613900,19557300,53752800
65195900,21674400,59085100
70865200,24189500,62337200
74203000,26207000,64549100
75583200,27078100,64546200
77627100,27198600,63578700
78995800,27604400,63827200
77766300,27066600,63279100
76478000,27068700,62017000
74753900,26755500,59929800
73262100,26565800,57920200
71542600,26398700,56555000
70614400,26466800,56663000
70617900,25635900,59215800
70704100,25207800,59051700
70306200,25390100,59830600
67798800,25252300,57704200
63916900,24389800,60250000
58330400,23173100,58883800
54108100,21259900,54415800
51726100,19823200,53589700
50173300,18969200,51473100
49918000,18815900,49580400
51696200,18903100,49754200
55280200,19765300,53256800
61021900,21830100,59498600
66251800,24292200,62844000
69850700,26330100,64309400
70410800,27368000,64195500
71923300,27546900,63109200
73033200,27801100,62890200
71342500,27309800,62070000
70065800,26965300,60867800
68408400,26784400,58981000
66556600,26813100,57379100
64676000,26691700,56011800
63705300,26426300,56199400
63244000,25667400,58452600
63492500,25089500,58281700
64072200,25168000,58850400
62104200,25164200,56519600
58424800,24277000,59444600
52676100,23149800,58409400
48062700,21223100,53822500
45394300,19875600,53040700
43992200,19069300,51024200
44420100,18861500,49346600
45913100,19042000,49830900
50092800,19843200,53336300
57330900,22016700,59174500
63372900,24338500,62803700
67436500,26447300,63958800
69869100,27616000,63359700
71944000,27699000,62065100
73656600,27796200,61753800
72789400,27271900,61278400
72007300,27048500,59662700
70288900,26691400,57618700
68415300,26032800,55391100
67100600,25681100,54094600
66753200,25861400,54570000
66579600,25222200,56731800
66103400,24602400,56481300
66058500,24583400,57525400
64335600,24523300,55885100
61372700,23784600,58390700
56388900,22930400,57568600
51598400,21193600,52707700
49279600,19560600,51681300
48499800,18683800,49071600
48683800,18154200,46858700
49908800,18232000,46452100
50772600,18335600,47537400
52262100,18806300,49040200
56191100,19412400,50951500
61548700,21206900,53619200
65736500,22888700,54953000
68142700,23460200,54484500
69357300,23524500,54743800
67623900,23396400,55915600
65645600,22785500,52990600
63037000,22435500,51125400
61767200,21958100,49309300
60690600,21790900,48220100
61059800,22262900,49000900
61557900,22352900,51598800
61446300,22137800,52352200
61825900,22103100,53501300
60410000,22600600,52860900
58440900,22182500,56267200
54423300,21355900,56161100
50203200,19867100,51977000
47423200,18634200,51003600
45962500,17762000,48522600
45810700,17292100,46099500
46537600,17240800,45050500
47376100,17292900,45593700
47622200,17344700,45793000
50099700,17552100,46781100
54070200,18869900,49574500
57611600,20172500,51773600
61047200,21174900,53062300
64203300,21994000,54464900
64072200,22184500,55759400
61555600,21710300,52071300
59256300,21242500,49916300
57878400,20871000,48305500
57621900,20856100,47532500
58777900,21606900,48899700
60579100,22259400,52355100
61335900,22169900,54689800
61929400,22294700,56395900
60813700,22955300,55553100
59905000,22351300,58407400
55606800,21225500,58268900
52182700,19554200,53850000
49983600,18608700,53333400
49516600,18102800,51529100
50307900,17885800,49683500
52244800,18165500,50327800
56257800,19330600,54703500
64493100,21860700,60474900
70268200,24527400,64663000
74357100,26346400,66980000
76772500,27016200,67201000
78505800,27113300,66995800
80523200,27310200,67238400
79810100,27034800,67020300
78918700,26918200,65718900
77409700,26878800,63477500
75779900,26633100,61631000
74235200,26470900,60029000
73227600,26354900,59824700
72538700,25520500,62443300
71344800,24984600,62437400
70768500,24752800,62683900
69343500,25308600,60979800
65785900,24456400,63844900
60173000,23041900,62661300
55948400,21292800,58395600
53650300,20073400,58059700
52599100,19338500,55963700
53123600,19090400,54279200
54373800,19281400,54575900
57527600,20084000,58160900
64242400,22429000,63343900
69876000,25163000,66773800
73816500,26889600,68329600
76188200,27696300,68729300
77782400,27962000,67780500
79450100,28042400,67630300
77843300,27562800,67241300
76747200,27702200,65923200
74863200,27573600,63974500
73617500,27563200,62070000
71494300,27679100,60776500
70644300,27846300,60438600
70234800,26973600,62725200
70037000,26489300,62154500
70589100,26236400,62245800
70207200,25848600,60297200
67511200,24907500,62819400
61997200,23438900,61472900
57395300,21592900,56612900
54435900,20312000,56082500
52940700,19484400,53864700
53584800,19229400,51774600
55249100,19375200,52130200
59384000,20117900,55162200
67408800,22163200,60318800
73418600,24761400,64310400
76494200,26567700,66545900
77297000,27323500,67415200
79013100,27368900,67200100
80876400,27672200,67473100
80009100,27479500,66255200
79591600,27503300,64635500
77948000,27382200,63065000
75988100,27154800,61448300
74012100,26815700,60076200
72498400,27077200,60087000
72293700,26146400,62547400
71674900,25661400,62309700
71367800,25440300,62282200
70460300,25355300,60398300
66405900,24364300,62660300
59900400,23113000,61103500
55374500,21050100,56690500
53133900,19734900,55953900
51761700,19151600,53664400
52716400,18899100,51428900
54272600,19045500,51545800
57901400,20008800,54973600
65435100,22528000,60216600
72310900,25289000,63790800
76259500,26600100,65433100
77600600,27435300,66033200
79557100,27827300,65337800
81374400,28048100,65410500
80216200,27656000,64722000
78298800,27843900,63096400
76348100,27514000,61232200
74643500,27227700,59346400
72951600,26907000,58097000
71656500,26869200,58086200
71122800,25977200,60428800
70906600,25504700,60022100
70288900,25223500,59888600
68666000,25521700,58823900
64317200,24627900,61687000
58243000,23367700,60422900
53597400,21427100,55873300
50655300,20030400,55027700
49650000,19317600,53047600
50368900,19067000,51213800
52459900,19259500,51263900
56669600,20177700,54674100
64783000,22205900,59367000
71563300,24868000,63213300
75423300,26759000,65056900
76264100,27801100,65273000
78624300,28013500,64620800
79688200,28130500,64481300
78572500,27779600,63799700
77126800,27346500,61907000
75603900,27001600,59556600
73909700,26587200,57107000
72290200,26322400,55834100
71388500,26211300,56021700
70183100,25542700,57557800
69246800,24788600,57322100
68040300,24382900,57730700
66820000,24610200,56880100
62717200,23766600,59646000
57273400,23011200,58833700
53020000,21200600,54263500
50866900,19688100,52788300
49754700,18737000,50176600
50168700,18347100,47757400
51029100,18195100,46922600
52061900,18370300,47943100
53278800,18726800,48738700
57326300,19638600,50855300
61705100,21597700,53918800
65248800,23290500,55554100
68257700,24065300,55430400
69725300,24270300,56133600
68618800,24230200,56852600
66279400,23500200,53819600
64109000,23011400,51590000
62779400,22753000,49791600
61508400,22591600,48884000
61211700,22959100,49556800
61523400,22991700,51685200
60847000,22653900,52101700
58965300,22415600,52626200
57340100,22655200,52707700
54547500,22287100,56371300
49982400,21479300,56265200
46608900,20017800,52061400
44009500,18772900,51242300
43408000,17917200,48642400
43707000,17418100,46156500
44144100,17326200,44961100
44030200,17455300,45584800
42866200,17358600,45368700
45470200,17641400,46845000
50163000,18947700,48923300
54667100,20277800,50433900
57299900,21170200,51105700
59597900,21824100,52073200
59073500,22119100,53624100
56792600,21575600,50058700
54142600,21196400,47296800
53713600,20976600,45365800
52699100,20755200,44320700
53049900,21386700,45260700
54217400,22012800,48177800
54038000,22168800,50081300
53957400,22115200,51672500
54205900,22669600,52575100
53036100,22246300,55912600
48740200,21072700,55080700
45536900,19274300,50960400
44142900,18277100,50522300
44088900,17807100,48576600
44875600,17580300,46729100
47082800,17833300,47347900
51650200,18980400,51363100
59336900,21307900,56655200
66366800,24156000,60696900
71349400,26178100,62863600
73830300,26977400,63557100
75308300,27200400,63718200
76299800,27377700,64495100
74762000,26975000,64648300
73906200,27019000,63678900
71969300,26867500,62468800
70406200,26696900,60779400
67765400,26608900,59357200
66530100,26805200,59940600
65996400,26016000,62883300
65654800,25553400,62161400
65389100,25117600,61057400
63707600,24987300,59301200
59695700,24144900,61873600
54196700,22772000,60253900
49816800,20839300,55670000
47802800,19571400,55028600
47120700,18855100,52742100
47315100,18582200,50836600
49153100,18685800,50927000
52946400,19516500,54157400
59845200,21804300,58782600
66466800,24432600,63009000
71523100,26380000,65096200
72698500,27328200,65796500
73982200,27509000,65718900
75533800,27755300,66033200
73287400,27318700,65232700
72359200,27314600,63913600
70472900,27130200,61888300
69329700,27021000,59982900
67483600,26679500,58340600
66983300,26621100,58022400
66635900,25665900,60037900
66351800,25056800,59081200
65687000,24631300,58955500
65030300,25042200,58414300
61197900,24238700,60876700
55751700,22986600,59942600
51943500,20968400,54990300
49975500,19656600,54366600
49477500,18941900,52321700
49998500,18702300,50475200
51701900,18933200,50581300
54961600,19775700,54000300
61047200,21678200,58063600
67193800,24385300,61955100
71768000,26237300,64371300
74075300,27099400,65573500
75755700,27345900,65667800
76891000,27693600,66221800
75140400,27489700,65363300
73063200,27716400,64066800
71748500,27644100,62011100
70804200,27434900,60225500
69014500,27239300,58954500
68119700,27133600,58786500
68449800,26390000,61057400
68916700,25712300,60012300
68789100,25006400,59054700
68102400,25171100,58031200
64605800,24431900,60191100
59618700,23223100,58745300
54669400,21195900,54132900
51942300,19678700,53257700
51016400,18886800,50961400
50661000,18566300,48703300
52375900,18733800,48841800
56935300,19574200,52020200
65145300,21718000,56481300
72255700,24491300,60410100
75599300,26472500,62417700
76771400,27484400,62911800
78908400,27677000,62679000
81183500,27790500,62794900
80630200,27228100,62010100
80621000,27106000,60438600
79109700,26800000,58395600
77132500,26792900,56747500
74782700,26711900,55342000
72823900,26673400,55369500
71967000,26029200,57662900
71319500,25562800,56958700
70539600,25073500,56129700
69526300,25281700,55427400
65078600,24661600,58189400
59451900,23469400,56830000
55152500,21367900,51957300
52432300,19957800,50955500
51140600,19239800,48836900
51703100,18812800,46924500
53773400,18997900,46909800
57432200,19896700,49936000
65309800,21724600,54552300
72256900,24434400,58342600
76539000,26375500,60461200
78249300,27397800,61329500
80541700,27553800,61094700
82069100,27612200,61133000
81311100,27040900,60695000
78351700,26867400,58546900
75580900,26495700,56602100
74125900,26159500,54353900
72214300,25923200,53044600
70882400,25946100,53458100
69963400,25254800,55187800
68830500,24473600,54715300
67460600,23933900,53878500
66231100,24143300,52766600
61804000,23643900,55747600
55878300,22701500,54461900
51046300,20833800,49487100
48081200,19381600,48269200
47058600,18426000,45527800
46817100,18033600,43126400
47624500,17862700,42163800
49279600,17938700,43280600
51685800,18428800,43883600
56010500,19476600,46084800
61005800,21454400,49177700
65222300,23284500,51182400
67845900,24144300,51893500
68955800,24660500,52948400
67603200,24354700,54272400
65170600,23777100,51641000
62427400,23339700,50046900
60850500,22879100,48460700
58872200,22774000,47602200
58075100,23266600,48200400
57921000,23146100,50265000
57056000,22907300,50377000
56109400,22617100,49995900
56165800,22521800,49561700
54217400,22088100,52747000
49712100,21203600,52184200
45129800,19633400,47594400
42453300,18331100,46124000
41147800,17464600,43469200
41015600,16998900,40670900
42039200,16954100,39436200
43241200,17004000,39740700
44634100,16847700,39400900
48168600,17425000,40849600
52595600,18759000,43569300
56484400,20143700,45964900
57769200,21080400,47315400
58513300,21807300,48597200
57274600,22261500,49775900
53504300,21615100,46227200
51268300,20466900,43900300
49854700,19946500,42119600
49253200,19874300,41355500
49814500,20515700,42049900
51101500,20792300,44700800
51588100,20989200,46522800
51473000,20880200,47457900
52262100,21562400,48565800
50716200,21458900,51565400
46342100,20332300,50592100
42931800,18830200,46434400
40637200,17692600,45628000
39758400,17216300,43418100
40188600,16820300,41431100
42074900,17008600,41531300
44825000,17444400,43981900
50153800,17871300,46804700
56321100,18869500,50381900
61807500,20175300,52507300
64668000,21320500,53544500
66476000,21609300,53287200
67983900,21837900,54006200
66961400,21624100,54736900
65154500,21126300,52555500
63170400,20716200,50674600
61776400,20587000,48940000
60032700,20754800,48060000
58817000,21327800,48411600
57909500,21534600,50415300
57011200,21390700,50484000
55246800,21137100,49550900
54626900,21771000,49294600
51965300,21747400,52169500
47931600,20742500,51291400
44922700,19118900,46486500
42439500,17948200,45770400
40745300,17276200,43177400
40334700,17039300,40961600
40711900,17009400,40014800
40190900,17434100,40525500
39552500,18421300,40059000
42127800,20330200,41254300
46893000,22378600,42974100
50459700,23641700,44300100
53163800,24244800,44544700
55515900,24834800,45484600
54666000,24900600,46938300
51586900,24520200,43544800
49937500,24162200,41065700
48387100,23899000,39209400
47706200,23644300,38283100
49397000,23769500,39273200
50914100,23140700,42309200
51216600,22907100,43951400
51233800,22347800,44694000
52370200,22930200,45881400
50085900,22608800,49135500
45342600,21369700,48265200
42143900,19447600,44236300
40703900,18270700,43478000
40233400,17739400,41439000
40956900,17451600,39954900
42941000,17655600,40738600
48176600,18589000,44813800
59308100,20447500,49587300
67710200,23168200,54091600
72549000,25531400,56418500
74422700,26973300,57152200
76524100,27348700,56924300
78216000,27669200,57435000
77732900,27468200,57374100
77145200,27483500,56160100
76090400,27369900,54732000
74606700,27228800,53406100
72339700,27108700,52325600
71473600,26975400,52361000
70803000,26120000,54745800
69598800,25239100,54177100
68034600,24490600,52766600
66632500,24399400,51839500
61738400,23988100,54425600
55805800,22854000,53828400
51720300,20866200,48612900
49731700,19450500,47457900
48597600,18792000,45287200
49203700,18557600,43130300
50655300,18673400,43469200
54646400,19430800,46531700
63545400,21235800,50692200
70669600,23813100,54803700
74227100,26024100,56388000
75233600,27215800,56697400
77601800,27598800,56162100
79657200,28099200,56502900
79185600,27609700,55792800
77749000,27523400,54411800
76482700,27175300,53116300
74990900,26943200,51383700
72967700,26715600,50341600
72191300,26689000,50095100
71201000,26052200,51739300
70625900,25440900,51346400
68875300,24827300,49957600
67588300,24677800,50352400
62618300,23952400,52666500
56359000,22682500,51193200
52149400,20820800,46805700
49704100,19496900,45672200
48550400,18764900,43431800
48521700,18443400,41617700
50419500,18558700,41857400
54754500,19334200,44737200
63004800,20999000,48941000
69973800,23474300,53196800
74298500,25655900,54993300
75607400,26976200,55824200
76918600,27398700,55726000
78455200,27742200,56340900
77765100,27354500,56137600
76049000,26918100,54584700
74246700,26648500,53054400
72523700,26301800,51541800
70409700,25913800,50222800
70072700,25794500,50759000
69288200,24921100,52453300
68024200,24037700,51564400
66012500,23372200,50182500
65074000,23625700,50191300
60763100,23394800,52545700
54291000,22358700,51184300
49700600,20443800,46211500
47324300,19132300,44828500
46213300,18177100,42328800
45997000,17789000,40043200
46303000,17689200,39578700
46837800,17769200,40332000
48334200,17904400,40764200
52857900,19033300,43331600
57845100,20958500,46311600
61176000,22836500,48182700
63433800,23698300,48756300
64418400,24129100,49545000
63422300,23987200,50900500
61097800,23531800,48230900
59654300,22923900,46441300
58155600,22575800,44729300
57172200,22570000,44073200
57373500,22918800,44720500
57847400,22967000,47090500
57186000,22701300,47477500
55104200,22176200,46758500
54230000,22198600,47169100
52404700,21996600,50224700
48246800,21158600,49919300
44668600,19621800,45575000
41973700,18329200,44174400
40711900,17538500,41584300
40442800,17024900,39053200
40985700,16844200,38010100
40856800,16962000,38165300
40763700,16673300,37902100
43542500,17128600,39541300
47718800,18590200,42084300
51109600,20122300,44344300
54349700,21148900,45452200
58627200,21683100,46630900
58555900,22188800,48322200
56267000,21646900,45160500
54217400,21093400,42733500
53070700,20651700,41111900
52121700,20504400,40136600
53546800,21349600,40934100
54962700,21893100,43724500
55197300,21895700,44992500
54288700,21671700,44998400
54816600,22046100,46764400
53936700,21998300,49907500
49834000,20713800,49244500
46700900,19053200,45114300
44438500,17997700,44055500
43969200,17533200,41948700
44980300,17423600,40055000
47235800,17684400,40311400
51894000,18721400,42900500
62284800,20629500,46695700
69916200,23791300,50202100
73884400,25930500,51491800
74714800,26726700,51699000
76433200,26880200,51321800
77896200,27270000,51946500
77445400,26768800,52350200
76568900,26686700,50360300
75065600,26433500,48622800
73592200,26282300,46914700
71524200,25977700,45916800
70856000,25973200,46334200
70527000,25265900,48102200
69641400,24536900,47900800
67596300,23720200,46718300
67098300,23970200,47426400
62532100,23726100,50239500
56027800,22398700,49173800
51863000,20380600,44569200
49690300,19032200,43353300
48716100,18269800,40852600
48624000,18159500,38690800
49549900,18206600,37815600
53135100,18896700,38079800
60784900,20784700,38062200
68122000,23925900,39675900
71679500,26060300,42240400
74543400,27228100,44696900
75985800,27403000,46143700
77776600,27433700,47565900
76554000,27006700,49058800
75637300,27043400,46047400
74379000,26922500,43817800
73197700,26731200,42171700
71233200,26591400,41336800
70594900,26642200,42126500
70041600,25839700,44844200
69243400,25171800,46204600
67096000,24625900,46025800
66167800,24592200,46324400
60995400,24006200,49104000
54561300,22687600,48060000
50531000,20673500,43519200
48272100,19358000,42673600
47161000,18657800,40380100
47335800,18350200,38648500
48851800,18354000,39260400
52655400,19175000,42756100
61744200,21039500,47503000
69890900,24034500,51536000
74148900,26184100,54513000
75280700,27356600,55597300
77106000,27556900,55793800
78626600,27912700,56320200
77023200,27568800,55799700
76726500,27440300,54523800
75139200,27215100,53145800
74581400,27018600,51605700
72719200,26706700,50344500
72279900,26764600,50065600
72135000,25721400,52065400
71235500,25027300,51245200
68874200,24243000,49238600
67893100,24193700,49480200
63760500,23889800,51623400
56585600,22500300,50178600
51475300,20527300,45188000
49104800,19270200,44230400
48334200,18593700,41934000
48958700,18308500,39959800
50299900,18384400,40002000
54071300,19088500,42675500
62486100,21044500,47518800
70060000,24045400,51631200
74681500,26300500,53210600
75939800,27378300,53793000
77269400,27613700,53985600
79053300,28192700,54683900
77945700,27851700,54350000
76790900,27825200,53379500
76367600,27637300,52312900
75693600,27436700,51164700
73373700,27132900,50299400
72926300,26905100,50056800
71991200,26094500,51904300
70736300,25570500,50517400
67579100,25021900,48533400
66165500,24853800,49050000
60902300,24245900,51189200
54088600,22878600,49490000
50228500,20910400,44534800
48146700,19639000,43331600
46878100,18809800,41096200
47105800,18548500,38965800
48398600,18579900,39043400
51907800,19245600,41705100
60688300,21039000,46157400
68425600,24051900,50592100
73474900,26202000,52425800
75078300,27416700,53491500
77210700,27726400,53643800
78771500,28033100,54349000
77835300,27287400,54417700
76192800,27053500,52907100
74054600,26644100,51760900
72669800,26101300,50420200
70489000,25738900,49011700
69589600,25738500,49143300
69145600,24946300,50099000
67145500,24142800,48776000
64097500,23306800,47245700
62360700,22979200,47945000
58934300,23215000,50585200
53909100,22223800,48981300
