dnk_2012,deu_2012,fin_2012,pol_2012,xalp_2012,xbnl_2012,xbal_2012,nor_2012,swe_2012,xfra_2012,xhur_2012,xczs_2012,xgbr_2012,xgma_2012,xibe_2012,xita_2012,xskb_2012,xfwy_2012,hoy
5041170,80248400,11224200,19550000,18006900,29508700,3564660,16081100,19180000,70057300,11755300,12562000,49309900,7129520,40729100,46082400,9437300,5792360,7690
5096460,81949500,11126200,19552900,18182700,29722700,3507590,15942200,19169000,69820600,11695700,12558200,50494600,7183370,35708300,45852600,9460790,5718110,7691
5005990,82288800,10954200,19623100,18065100,30044300,3486030,15789500,19012900,69763600,11629800,12488600,50718700,7291250,41472600,45705900,9379730,5757010,7692
4836110,80956900,10839100,19625900,17212500,29487900,3601160,15695100,18760700,68989600,11655300,12532700,50981100,7278740,41289000,43060100,9091870,5697780,7693
4727540,79503000,10900200,19735500,17062100,29059400,3597440,15639500,18529600,66783600,11500600,12447700,51155000,7076690,39519600,42115800,9007840,5681010,7694
4583800,77611000,11086200,19467400,16916300,28609400,3614540,15516400,18347400,64755400,11431700,12355400,50776800,7228280,38717000,42861800,8800720,5576930,7695
4536550,77096800,11422300,19542300,16904700,28374400,3635150,15524800,18586600,63287000,11648300,12480800,50525000,7361660,38611300,43229200,9078990,5596200,7696
4885360,78819800,11423300,20697600,17592400,28617500,3664070,15786700,19198000,63601300,12579800,12579700,50926300,7983810,39265300,44557100,9657930,5933710,7697
5263320,81736700,11357200,20954200,17937100,30495000,3598660,15891300,19335100,69198800,12829100,12662300,55166200,8466700,41782400,47940600,10354900,6331390,7698
5039160,80309300,11268200,20613000,17511900,29865900,3444620,15653400,18717700,71441200,12544900,12293600,56832300,8438200,42576000,47194700,10508500,6300610,7699
4629030,77621300,10884200,20297800,16551300,28589400,3292050,15348000,17997200,67944600,12275000,12094800,55116500,8308660,42241500,45895100,10395300,6152240,7700
4266150,73035600,10404100,19509600,15588000,27029400,3074470,14946200,17089600,63722100,11782300,11622900,51913600,7804760,41160600,42872900,10008500,5874580,7701
3969610,68886800,10556100,18328400,14779900,25417000,2718290,14345500,16385100,60377700,11068500,10896100,48466900,7117900,38656600,40135100,9570650,5624680,7702
3672060,65944700,10121000,17001100,14735700,24614000,2508360,13930800,15600600,63190700,10385800,10146300,44557000,6661750,35776200,36775800,9291720,5200110,7703
3361450,60388100,9573890,15808400,13928700,23869500,2333210,13421700,14771000,61758700,9786180,9635100,40810900,6249680,32937400,33744500,8730930,4916870,7704
3084010,55521700,9087800,14932800,13643400,22019900,2238180,12728400,14094600,56608000,9237920,9079660,37387400,5720780,30480500,31186800,8178360,4428630,7705
2915130,53007400,8797740,14262900,13549300,20566400,2170820,12425700,13754300,55148500,8897910,8792050,36204000,5446030,28712300,29398400,7492730,4210440,7706
2824660,51812400,8619700,13950600,13513900,19623300,2147770,12199900,13624200,52380600,8674600,8688590,34568600,5189240,27656300,28557300,7047330,4063250,7707
2808580,51448900,8658710,13892900,13150700,19128100,2156270,12109200,13646300,49876000,8647440,8711970,32667800,5046880,27000400,27921700,6768760,3957400,7708
2822650,51239600,8765730,13768000,12954600,18916900,2248680,12089700,13653300,49383000,8747880,8758600,31174400,5025120,26720100,27967200,6779720,3957270,7709
2914130,50842700,9058790,13998600,13433000,19047000,2410630,12163800,13876400,50523300,9061120,8690450,30120000,5249090,27107600,28341700,6949170,4137250,7710
3138290,51555900,9233830,14673300,13918700,19898600,2542370,12602500,14361700,52804000,9574720,9038150,30195300,5497740,28232300,30668600,7339170,4365010,7711
3507210,55151300,9427860,15345100,14106900,21303900,2801600,13076500,15060200,54671100,10190600,9426440,32562100,5968830,29330900,33405400,7971630,4703520,7712
3839940,59331100,9544890,16474400,14648800,22763200,2981420,13784600,15675600,57226800,10606100,9855760,35809800,6511430,32016600,36449900,8686000,5127300,7713
4094260,62876000,9679920,17303900,14980300,24444000,3066580,14414900,16392100,59438700,10802300,10407600,39802700,6791250,34749500,38228200,9014680,5294060,7714
4231970,64826700,9793940,17533600,15158000,25191100,3009340,14987900,16967500,59441700,10799600,10710800,43162600,6923640,35743900,38059200,9023150,5280820,7715
4205840,65853800,9825940,17716200,15051200,25698600,3018760,15109200,17191700,60298100,10794100,10865600,44314600,7089410,35931400,37365900,8964100,5302840,7716
4125420,64760000,9785940,17661400,14612700,25548200,3017830,14988800,17247700,61639800,10688100,10686500,44460700,7128580,36359700,35551100,8856320,5257500,7717
4055050,62656300,9855950,17540300,14667200,25244200,3060460,14949000,17222700,58492900,10490400,10696100,44237300,6909300,35357900,34055200,8734870,5159430,7718
4023890,61274900,10195000,17180900,14684900,24870500,3094430,14976800,17320700,56444000,10385900,10590100,43426800,6955980,34045400,33515700,8507940,4949300,7719
4098280,61159900,10667100,17228000,14791100,24776800,3248440,14986000,17791100,54778200,10625900,10666900,42835800,7183940,33185400,33792100,8629620,4965660,7720
4488300,63340600,10910200,18481300,15350000,25521500,3305590,15278500,18475500,55364600,11589100,10988400,43342200,7810120,33580400,35571400,9372070,5478520,7721
4931600,67880400,10949200,18707100,16108000,27119600,3233040,15320200,18505500,60108600,11901300,11084600,47601400,8287850,36244000,40004500,10205300,6046580,7722
4724530,67436500,10691100,18452400,15738000,26679600,3160150,15280400,18002200,62357800,11797300,10887600,51492700,8249920,37791500,40693800,10327000,5966330,7723
4309370,64325200,10208000,18151600,14876500,25701900,3033930,14892600,17476800,60058500,11549900,10619500,50476500,7945680,38233000,40580400,10030700,5864000,7724
3978660,59721000,9863950,17535500,14025500,24460600,2874760,14504700,16782400,56626700,11036700,10275500,47398700,7488010,37808400,38104700,9703640,5602000,7725
3740420,56979000,10091000,16531200,13619100,23278600,2625110,14140000,16097900,54300800,10288100,9759520,44579800,6938020,35725000,35407400,9238730,5345910,7726
3512230,56386600,9820940,15520100,13742800,22751000,2379680,13724400,15468500,58018500,9582690,9331240,41679400,6588580,32971100,32925700,9074910,5032940,7727
3259920,52791200,9346850,14367700,13077800,21983200,2257880,13286600,14919100,57618700,9038430,8864830,38947800,6046330,31118300,30644300,8590280,4719850,7728
3008620,49094500,8894760,13397000,13090900,20528300,2160450,12828400,14392800,53066200,8519460,8470230,36245400,5500010,28486300,28535000,8182520,4255180,7729
2852810,46337500,8557690,12827000,12600500,19321600,2067620,12574800,13976500,51973000,8265390,8291990,35394000,5262690,26507400,26638300,7516410,4060740,7730
2734190,44846800,8495680,12471400,12540100,18454400,2018130,12398900,13705300,49042200,8073830,8202580,33998700,4987930,25246900,25605900,7046830,4008890,7731
2705040,44576500,8415660,12346500,12166400,18014100,2097940,12232300,13629200,46525800,7970430,8171020,32302000,4823820,24749100,25175800,6648460,3939890,7732
2698010,44987200,8474680,12347400,12036900,17801800,2180920,12168400,13697300,45467900,8058130,8164930,30878100,4783480,24637500,25045200,6564500,3920950,7733
2758320,44529400,8699720,12471400,12181900,17950600,2290550,12313700,13850400,45888300,8255520,8138280,29884200,4902630,24920100,25371100,6623220,4010800,7734
2932220,43542500,8789740,12710700,12131400,18315600,2379420,12575700,14191600,46954000,8541610,8449340,29924900,4994590,25347000,26132200,6825650,4281960,7735
3221730,45721000,8893760,12958700,12318400,19072900,2603350,12854300,14614900,47684800,9028750,8798480,31268400,5314240,25520600,26516800,7309250,4428470,7736
3551440,49198000,9001780,13758300,12845000,20041400,2816200,13312500,15151300,50201100,9406040,9323400,32865700,5737180,27618900,28521900,7965860,4794400,7737
3796710,53496200,9272830,14551300,13486600,21588000,2911660,13753100,15920800,53094700,9691930,10046000,35991300,6158430,29967200,31021800,8508060,4947140,7738
3891200,57252700,9432870,15066400,13977900,22693500,2981810,14228900,16623300,54721200,9763510,10622800,40021700,6483920,31397900,32395300,8756470,5149880,7739
3930400,61095500,9471870,15251900,13842100,23558000,2990200,14278900,17084600,56159200,9817050,10703600,42209400,6650510,31898100,33093700,8790320,5239810,7740
3896230,61112700,9553890,15325000,13716600,23773700,3006730,14172400,17225700,57625600,9738240,10467100,43165300,6549880,32801000,33008700,8740810,5120060,7741
3867080,58655900,9627900,15417200,13559800,23308600,3029410,14282600,17241700,53862800,9518020,10414900,43720500,6263190,32569800,31069400,8546990,4896830,7742
3870090,57072100,9876950,15213500,13323900,22573100,3140740,14432500,17226700,51574300,9461550,10355100,43588700,6360500,30736200,30314400,8395160,4779710,7743
3938450,56384300,10214000,15250000,13356900,22423400,3284760,14773100,17727000,50167700,9807710,10423500,43416600,6614770,29985500,30282000,8586130,4807430,7744
4334500,58355700,10345000,16501400,14372300,22910100,3284310,15266500,18527600,51203000,10843500,10873700,44647400,7267020,30251100,31824500,9360330,5276970,7745
4885360,63781200,10341000,16897300,15325800,25619900,3220140,15420200,18693700,56950800,11173000,11014900,50024100,7797150,33359200,35485300,10250400,5689530,7746
4757700,65051000,10307000,16959800,15439700,26203900,3194360,15358100,18544600,60207800,11111100,11007800,52739400,7820220,35645700,36702900,10406400,5702160,7747
4443070,63562600,10043000,17055900,15064600,25805100,3013390,15265600,18273400,59985800,10981500,10896200,51426700,7742250,36673700,37103700,10268000,5714600,7748
4087220,60492800,9761930,16525400,14148800,24941300,2852840,15224900,17672000,57468400,10486800,10543500,48730600,7499440,36685200,35730300,10032700,5482520,7749
3867080,58519100,10026000,15614300,13655600,23726200,2602810,14939800,17013500,54980500,9820840,10075800,45897400,6970490,35442500,33941800,9540220,5250060,7750
3518270,57755400,9753930,14818400,13702200,23082600,2411860,14331600,16050900,58140300,9110620,9703750,42273400,6463480,32527000,31581600,9232730,4954320,7751
3188550,53316800,9224820,13835200,12999800,21934600,2305190,13840100,15309400,57492000,8664210,9277160,38595100,5862680,29986600,28996600,8563400,4599320,7752
3014650,49891500,8849750,12945200,13112700,20436100,2114230,13260700,14653900,53373600,8195510,9074960,34540100,5285890,27472200,26460200,7912670,4145530,7753
2895030,47762600,8630710,12558900,12716200,19463100,2134680,12969100,14446800,52494600,7974490,8977370,33557800,5033290,25986800,25194000,7204390,3974030,7754
2860850,47458900,8525690,12445500,12538500,18873200,2124270,12904300,14407800,50453600,7821200,8863960,32633300,4830890,25363700,24584700,6772520,3929840,7755
2889000,48626300,8647710,12489700,12644400,18578200,2180400,13091300,14522800,48613900,7886650,8690430,31305300,4742170,25487200,24382300,6785790,3867670,7756
2972430,50816300,8994780,12687700,12997200,18920100,2333440,13196800,14818000,49329900,8196780,8946930,30200800,4870830,26321600,24835700,6654060,3918060,7757
3309180,55323900,10152000,13552700,14612300,19868000,2799520,13688300,15727700,53605400,9216210,9642770,29563900,5439880,29285700,26897400,6993020,4268110,7758
4108330,66533600,10951200,16140900,16688000,22902100,3088130,15120300,17952200,61472900,10768000,11370500,31265700,6198250,34120800,32753600,7997590,4850880,7759
4931600,75776400,11117200,17840200,18000900,26657400,3268320,16609600,19705400,65988000,11483600,12012500,37837800,6615560,37563300,38723200,8922670,5420380,7760
5083390,78431100,10958200,18868600,18644900,28159900,3418080,16916000,19837400,66593100,11788600,12292200,45879500,6984200,39547700,43742300,9458960,5740660,7761
5036150,78573700,10976200,19230000,18708500,29169500,3434130,16663300,19730400,67260000,11872700,12377800,48680700,7037240,41088700,45483200,9633140,5819350,7762
5025090,80067800,10963200,19220400,18945200,29351300,3449310,16593900,19632300,66972200,11833900,12180500,50041800,7145190,41337400,45691700,9555710,5800560,7763
4956730,81157000,10911200,19480800,19110000,29484700,3400390,16549400,19454200,67071400,11817100,12145600,50739600,7237540,41148400,45749400,9468290,5825590,7764
4849170,80078100,10914200,19490400,18234700,29068000,3464970,16174600,19235000,66473200,11856000,12245500,51325000,7350040,40951000,43352700,9289960,5802170,7765
4864250,79735400,10845100,19593300,18350100,29295400,3459800,16363400,19163000,64952800,11727600,12241700,51611100,7267320,39453500,43319300,9276280,5806300,7766
4823040,78564500,11039200,19394300,18301700,28969200,3529220,16566100,19259100,63140600,11637300,12159600,51504700,7416450,38823000,44212000,9177230,5686230,7767
4755690,78354000,11322200,19606700,18328700,28937200,3659790,16711400,19806400,62077900,11871400,12263600,51451100,7562480,38636100,44859700,9305800,5704780,7768
5107520,78607000,11287200,20661100,18978100,29637300,3691700,16770700,20382800,62840100,12674900,12682100,52121600,8051210,39657800,46432600,9967290,6094360,7769
5618170,82289900,11234200,20758100,19127100,31204200,3596970,16518900,20617000,68078100,12837600,12869200,56955000,8415500,42693100,48337400,10552300,6401180,7770
5367870,81515900,11131200,20423700,18690800,30291600,3494830,16199500,20152700,70955000,12649700,12560300,58475600,8420380,43982300,47047900,10799200,6366320,7771
4990910,79216600,10867200,20359300,17579300,29380500,3371990,15996800,19669300,67684300,12337600,12458300,56881300,8345270,43981400,45545900,10671400,6250860,7772
4632050,74313400,10437100,19640400,16422900,27584900,3083170,15591400,18902800,63121000,11949100,12040300,53782400,7856580,42791500,43366800,10280600,6004330,7773
4255090,69543600,10464100,18316900,15463200,25908600,2773420,15089700,17974200,59521200,11102200,11225200,50153900,7131700,39732700,40471100,9846570,5648550,7774
3841950,65666300,10106000,16835800,15131600,24725400,2479620,14346400,16806400,61739000,10381900,10553400,45888300,6621690,35960000,36329500,9600660,5265150,7775
3414730,59949900,9506880,15536400,14188300,23320800,2322870,13429100,15718700,60653700,9784690,9944060,40866600,6055840,33265200,33073400,8956580,4896040,7776
3164430,55971400,9177820,14626200,14189700,21553800,2232940,12752500,14986200,56023600,9249700,9557930,36267700,5603390,30323000,30723300,8195880,4531810,7777
3033750,53283400,8901760,13913100,13967600,20224900,2200040,12311900,14692000,55188700,8914410,9475880,35069500,5366610,28814800,29091700,7512020,4302800,7778
2973440,52404700,8850750,13698800,13960000,19423200,2199160,12236900,14572900,53259700,8699860,9317060,34324800,5143730,28172500,27934800,7071340,4154600,7779
2944290,52956800,8871760,13736200,13853600,19202700,2235460,12390600,14574900,51444600,8725270,9230090,33095000,5054940,27879300,27691900,6853260,4094120,7780
3020680,53878100,9247830,14012100,13921000,19191800,2451320,12498900,14658900,52110500,9081830,9394920,31699800,5148820,28312200,27813400,6816100,4154620,7781
3319230,57283800,10271000,14609900,15359500,20327400,2985020,12863600,15452500,55969600,9926810,10067600,30948100,5644650,30762200,29393300,7181880,4446300,7782
4041980,67847100,10993200,16827200,17147500,23145700,3343100,14152000,17441800,63785900,11208500,11635700,32387300,6444270,35454800,34650300,8135350,4941650,7783
4871290,76652900,11181200,18168900,18633800,26772800,3536040,15574700,19200000,68028000,11769600,12186200,38811800,6847840,38519400,40336500,9106720,5519730,7784
5035140,78846300,10999200,18896500,19220000,27935400,3652390,15799700,19321100,68268700,11809400,12350800,46761800,7308510,40277100,44635000,9475840,5843450,7785
5045190,79281000,10999200,19163600,19232600,28743700,3638700,15703400,19213000,68376700,11851500,12406000,48659100,7486080,41606200,46154200,9690850,5884110,7786
5108520,80541700,11015200,19124200,19323300,28789100,3583950,15582100,19256100,67844400,11793000,12287600,49765400,7576750,41809800,46037800,9628240,5865100,7787
5084400,81798800,10939200,19261700,19368800,28712700,3591620,15450700,19302100,67907200,11730300,12136500,50091100,7610920,41874400,45949800,9611330,5931790,7788
4978850,80795800,10839100,19344300,18573000,28040000,3613710,15331300,19136000,67080200,11856500,12258200,50507700,7595420,41508400,43176500,9472580,5877180,7789
4994930,80308200,10875200,19431800,18652000,28045400,3618500,15335000,19031900,65352500,11779900,12214800,50748500,7377980,39933200,42392100,9386450,5879410,7790
4931600,79659500,11044200,19254000,18539700,28002600,3671880,15522000,19067900,63631700,11727500,12245400,50285200,7468620,39602100,43561200,9272100,5738420,7791
4838120,79366200,11172200,19387600,18674200,28108300,3737730,15665500,19467200,62820400,11973800,12375900,50082000,7569510,37026600,44371900,9576500,5718420,7792
5126620,80648600,11173200,20633200,19390200,28877600,3801210,15851500,19902500,64146400,12771500,12721400,50927800,8111500,40836500,46305000,10167100,6161680,7793
5523680,83708100,11119200,20810000,19750100,30992300,3684800,15733000,19877500,69326500,12849300,12908300,55745200,8463310,43505400,48893100,10660900,6431890,7794
5253270,82773000,11111200,20413100,19177900,30218000,3577440,15436800,19426200,72044300,12659000,12630900,57783000,8505160,44405300,47823200,10806600,6363440,7795
4935620,80317400,10910200,20228600,18050600,29113400,3452680,15155400,18872800,68877600,12440400,12527400,56224200,8397090,44468200,46457900,10614100,6284640,7796
4580780,75723500,10446100,19594200,16873700,27556400,3161990,14872200,18134300,64099300,11959600,12121600,53321100,7856180,43294100,43995400,10293800,6019130,7797
4259110,71213700,10504100,18316900,15968200,25914900,2803160,14455700,17178600,60633100,11172800,11335500,50170600,7171300,40173800,41063200,9867070,5684170,7798
3865070,66627900,10059000,16901200,15484100,24689600,2454540,13758600,15945800,62722200,10513600,10625700,46243900,6671000,36737900,37122000,9579360,5297310,7799
3417740,60605500,9349850,15525800,14639300,23358800,2331800,12954300,14842100,61397200,9838920,10028400,41387500,6089720,33381600,33804200,8949830,4945520,7800
3130250,56225600,8956770,14584900,14458300,21381000,2286770,12380400,14179600,56756300,9222380,9616700,36764900,5657860,30536700,30972300,8203220,4457680,7801
2998570,53965500,8727730,14090900,14532900,20145600,2208970,12151700,13811400,55742700,8948300,9503390,35703500,5405380,28867000,29201000,7550710,4251090,7802
2946300,53096000,8578700,13884200,14240700,19399700,2195320,11898100,13707300,53820500,8738330,9327940,34892400,5169120,28185800,28289100,7074370,4174460,7803
2941270,53346700,8578700,13838100,14090800,19246900,2224080,12024000,13730300,51917000,8753330,9238060,33577800,4966050,27890100,27973300,6862230,4122030,7804
3003590,54633800,8999780,14068800,14376200,19517200,2522090,12033300,13955500,52587900,9078900,9385050,32377200,5076710,28459900,28312400,6869400,4172000,7805
3304150,57953200,10040000,14701200,15544700,20400300,3012360,12425700,14823000,56267200,9945130,10050300,31685900,5575900,30864000,29981400,7146920,4447520,7806
4053040,67182300,10742100,16921400,17039400,23261700,3415350,13607800,16942500,63031600,11244500,11641200,33239500,6328990,35533500,35130100,8092580,4922930,7807
4908480,75601600,11013200,18457200,18380800,27055100,3611610,15209100,18825800,67195100,11782900,12173500,39684700,6663610,38535400,40440700,8968050,5444960,7808
5080380,78251600,10903200,19146300,18908400,28416100,3687850,15393300,19074900,68805000,11970700,12359900,48038700,7075840,40376700,44690700,9472510,5714620,7809
5081380,78329800,10796100,19492300,18971500,29143500,3600970,15197100,18996900,69566200,11939500,12491200,50577800,7258950,42085900,46116800,9646360,5771070,7810
5151750,79551300,10801100,19416400,19052800,29387400,3616130,15333200,19078900,69540600,11893000,12433800,51771500,7370160,42372900,46234200,9476110,5720430,7811
5136670,81053500,10751100,19649000,18933600,29566700,3543590,15211000,19008900,70128000,11867100,12431900,52303500,7430520,42293100,45986200,9440290,5718070,7812
5076350,79985000,10668100,19503900,18453600,29226400,3584570,15186000,18865800,69494500,11893000,12508700,52684900,7455780,41968200,43265600,9211820,5688310,7813
5114550,79365000,10670100,19724000,18371000,29227200,3621900,15247100,18805800,68117400,11784100,12584100,52860100,7208270,40150500,42732200,9075000,5695450,7814
5079370,77865200,10884200,19591300,18307200,29138000,3707370,15499800,18974900,66347500,11729800,12603800,52330600,7253190,39614700,43609700,9016450,5563620,7815
5026090,76894400,11083200,19838300,18292900,29196100,3704770,15637700,19538200,64979300,11910800,12692600,52030900,7343510,39463000,43985200,9072520,5561410,7816
5269360,78088300,11133200,20961900,18829600,29644000,3781010,15814500,19927500,65455700,12709500,12922700,52368700,7922000,40307900,45871800,9754250,5979870,7817
5570920,81697600,11018200,21052200,19128500,31008300,3684860,15761700,19923500,69978700,12840500,12952600,56923000,8371060,43131200,48617800,10355000,6341970,7818
5286440,81320300,10999200,20779300,18740700,30142400,3552470,15497000,19455200,72881100,12703400,12633900,59078400,8318900,44262400,47401200,10528900,6298010,7819
4969800,78770400,10729100,20473600,17680200,29113200,3381910,15203600,18880800,69433600,12424800,12542200,57549200,8235760,44494500,46146100,10325400,6215980,7820
4619980,73803900,10232000,19853700,16594200,27563900,3115780,14848100,18152300,64817200,11913300,12100700,55124100,7710340,43175500,43713000,10016400,5987980,7821
4291280,68986900,10251000,18532200,16035500,25974100,2774380,14481600,17287700,60675300,11107200,11369300,51285400,7029070,40104700,41056100,9614080,5823010,7822
3873110,65378800,9819940,17079000,15403600,24893100,2489540,13792000,16128900,63154400,10433700,10682200,46983400,6553920,36750000,37259600,9325890,5488800,7823
3421760,60050000,9216820,15746900,14662600,23537000,2279450,12975600,15076200,62014000,9824030,10039400,42017900,6021390,33815100,33685800,8765180,5000380,7824
3129250,56204900,8765730,14757900,14135100,21641500,2232020,12450700,14253700,57698300,9285790,9615150,37191700,5531360,30919400,30801200,8212390,4566750,7825
2972430,54273700,8550690,14288900,13963100,20218500,2210910,12215600,14051500,56822100,8943720,9506410,35810500,5261680,29023200,29135200,7537830,4405220,7826
2913120,52719800,8462670,14042800,13835700,19509800,2187340,12082300,13874400,54907800,8746560,9338880,34584000,4920270,28237300,28296200,7134850,4209280,7827
2933230,53025800,8539690,13970700,13683100,19100000,2236880,12036000,13853400,52992600,8708510,9239820,33025400,4875090,28007700,27859900,6855700,4150180,7828
3029730,54444000,8909760,14165900,13761600,19221400,2494290,12219300,14004500,53329400,9041520,9365340,31819200,4951750,28472700,28151400,6829070,4209310,7829
3323250,57736900,9902960,14857900,15152500,20265100,3019020,12631200,14690000,57227800,9923490,10008200,30868400,5484450,30979600,29740500,7205370,4514840,7830
4063090,67054600,10581100,17002100,16913300,23103800,3371370,13895600,16720300,65028400,11333400,11591100,32034500,6243550,35833900,34693900,8075890,5124180,7831
4941660,75867300,10832100,18465900,18151900,26768800,3582230,15609000,18755700,69703700,11902100,12130500,38358100,6393430,38878300,40439700,8955140,5502950,7832
5135660,77219900,10706100,19207900,18846400,28036000,3654620,15881100,19103000,69369700,12092700,12317900,46103600,6649740,40440500,44632000,9447540,5788340,7833
5081380,76562000,10721100,19517300,18821000,28659900,3731970,15713600,19089900,69526900,12129900,12424000,47959300,6641970,42121800,45787800,9642710,5815710,7834
5101480,77586800,10722100,19459700,19066800,28528900,3662600,15812600,19223000,68926800,12093100,12360100,48934600,6620540,42254000,45609700,9474380,5757860,7835
5000960,78566800,10819100,19633600,19031200,28545600,3632070,15987600,19310100,68929700,12020000,12235300,49557000,6598970,42103600,45966000,9401620,5803820,7836
4869280,78110200,10811100,19710500,18333000,27889000,3722140,15366500,19179000,68023100,12025000,12382900,50011500,6598110,41797700,43200800,9338340,5752700,7837
4897420,78004300,10714100,19856600,18400800,27881400,3747220,15287800,19088900,66378900,11945600,12346000,50317400,6467830,40053200,42582400,9241970,5796060,7838
4862240,76918600,10923200,19636500,18208100,27732500,3791590,15774700,19187000,64651200,11875700,12297000,50286400,6670740,39356600,43814200,9103790,5655380,7839
4807960,76613800,11124200,19871000,18314500,27758900,3790420,15846000,19558300,63597300,12112900,12493000,50391800,6926370,39264100,44699800,9314510,5703080,7840
5120580,77927300,11072200,20831200,19171100,28484600,3797390,15987600,19733400,64478400,12855700,12827700,51515600,7744830,40307700,46577300,10021400,6125270,7841
5492510,81660800,10955200,20987800,19318800,30644200,3690460,15900600,19667300,69913900,12870100,12880500,56383400,8269600,43374500,48739200,10541100,6498700,7842
5230150,80772800,10946200,20623600,18813400,30138600,3567530,15671000,19186000,73011700,12668600,12518000,58071500,8276170,44730700,47645100,10713100,6370690,7843
4910490,78303400,10803100,20438100,17831000,29225800,3413990,15510900,18716700,69533800,12399300,12382900,56680800,8198230,44831500,46488200,10574900,6292770,7844
4555650,73427800,10327000,19766300,16609400,27706700,3158190,15321100,18004200,65121700,11904400,11979200,53946200,7704010,43629800,43942700,10245200,6030740,7845
4219910,69384900,10369100,18526400,15804300,25942200,2813960,14984200,17062600,61426700,11103400,11238100,50445900,6990910,40602300,41005500,9840940,5689630,7846
3826870,65817000,9930960,16953100,15477600,24740500,2509290,14203000,16019900,63954900,10410200,10576400,45968400,6552950,37066200,37021800,9557040,5481780,7847
3406690,60550300,9407860,15742100,14468600,23504500,2303940,13368000,15011200,62331300,9793680,9956640,41507000,5939060,33980100,33791000,8918980,5038980,7848
3136280,56164600,8988780,14713700,14549200,21635400,2225320,12846900,14179600,57697300,9267520,9569250,36993000,5464020,31128800,30600800,8228220,4508470,7849
3014650,54086300,8796740,14138000,14311100,20300900,2178750,12501600,13875400,56721000,8908190,9452340,35682800,5204370,29444700,28898400,7604400,4326230,7850
2957350,53133900,8731730,13863100,13992600,19446200,2204300,12276700,13694300,54808600,8680320,9297380,34619700,4967130,28621000,27965200,7132850,4220650,7851
2961370,53623900,8802740,13833300,13909300,19232700,2276970,12235100,13780300,52800000,8683990,9099390,33229600,4859910,28184000,27862000,6883740,4169390,7852
3046820,54353100,9166810,14080300,14207300,19389200,2479130,12274900,14010500,53266600,8973460,9263520,32187400,4964690,28602800,27909500,6863560,4233400,7853
3328280,57381500,10207000,14711800,15549800,20285400,2966580,12683100,14807000,56862400,9822580,9957680,31528100,5518950,31154100,29330600,7228500,4500150,7854
4082190,66211500,10962200,16808900,17162200,23043600,3418150,13929900,16846400,64437100,11087200,11458500,32958600,6267700,35924600,34459000,8128470,4927400,7855
4917530,74637800,11301200,18168900,18479000,26505800,3571940,15394200,18769700,68695900,11697400,12110300,39319600,6513210,38908000,40127000,9064940,5502640,7856
5059270,76779400,11114200,18777300,18971600,28321900,3645800,15847800,18937800,68903200,11914200,12332500,47221700,6709460,40548300,43856700,9492660,5773100,7857
5058260,77743300,11112200,19136700,18927800,29270400,3630680,15754300,18844800,69029900,11917400,12497700,49398600,6722810,42229400,45160300,9671100,5824370,7858
5088420,78628900,11135200,19239600,19017700,29707800,3543410,15594200,18754700,68690000,11994500,12430100,50414900,6701510,42291900,45098600,9558180,5786780,7859
5036150,79814700,11111200,19441400,19020400,29933400,3551580,15531200,18685700,68680200,11961300,12431600,50190900,6791430,42020800,44828300,9539800,5789660,7860
4884360,79230400,11029200,19527900,18207300,29390300,3604860,15470100,18382500,67974000,11972000,12435600,50078600,6827990,41867200,42546000,9395260,5796010,7861
4812990,77460300,11005200,19561500,17987500,29332800,3598330,15392400,18125300,66187400,11822100,12374400,49711200,6803170,40201300,42201900,9371680,5812700,7862
4720510,75974300,11138200,19348200,17798100,28885800,3635230,15365600,18125300,64289800,11718500,12340500,49004600,7064510,39485700,42724100,9297780,5704430,7863
4737600,75146100,11376300,19555800,17770700,28550500,3713810,15653400,18585600,63131800,11944000,12542600,48788700,7342390,39076700,43487300,9414800,5716280,7864
5047200,76468800,11311200,20673600,18469800,28916900,3715490,15753400,19243000,63626800,12649700,12719900,49410600,8005190,39960400,45174500,10071100,6124640,7865
5339720,78729000,11165200,20641800,18824000,30283700,3581180,15785800,19281100,68244100,12598200,12619700,54576300,8481360,42620700,47691700,10646600,6392030,7866
5083390,77379800,11123200,20252600,18399300,29447800,3427150,15449800,18630600,70111300,12329800,12286000,57044400,8444750,43525500,46899200,10760100,6319250,7867
4646120,74670000,10784100,19946000,17307600,28167600,3273160,15221200,17857100,66772800,12089600,12044100,55511800,8303080,43351600,45317200,10608700,6258440,7868
4281230,70317700,10338000,19238600,16142200,26626400,3009280,14647300,16995500,62386300,11602100,11600700,52510900,7762220,42210400,43356700,10123900,5960390,7869
3989710,66039000,10441100,17996900,15339600,25036900,2691790,14289000,16199000,58999700,10891300,10891400,49114700,7061070,39679900,40164400,9751610,5680930,7870
3673070,63405100,9980980,16730100,15144100,24180000,2494650,13833600,15445500,61516100,10281600,10143800,45599700,6697490,37122200,36815300,9319070,5313710,7871
3339340,58282100,9399860,15582500,14484200,23309600,2344030,13231000,14677000,60084000,9721550,9603680,41808600,6255670,34275100,33512700,8876560,4814550,7872
3091050,53475500,8883760,14597400,14092600,21603600,2224450,12709000,13998500,55201500,9108610,9083080,38433100,5717450,31477200,31551200,8276410,4296660,7873
