dnk_2012,deu_2012,fin_2012,pol_2012,xalp_2012,xbnl_2012,xbal_2012,nor_2012,swe_2012,xfra_2012,xhur_2012,xczs_2012,xgbr_2012,xgma_2012,xibe_2012,xita_2012,xskb_2012,xfwy_2012,hoy
3153370,52929200,10832100,13338300,14778400,19110000,2455030,14292700,17604900,56216100,8662810,9818630,31766600,5176820,28804900,26180800,7735970,4275150,1373
3492130,57143500,11816300,14097600,16516800,20103600,2925790,14783300,18825800,60467100,9642960,10507000,30990300,5275120,31949900,28370100,8118550,4496940,1374
4274190,66658900,12074400,16181300,17760000,23023600,3282160,16142200,21034300,67324800,11005500,11865200,32514400,5482560,36821500,34133100,9137850,5292560,1375
4964780,72942400,12175400,17942100,18809400,26419200,3620400,17599100,22325100,70596500,11793800,12417300,39033600,6061310,40280900,39762600,10047000,6009410,1376
5223120,75736200,12286400,19013700,19336100,28076000,3721150,17909200,22491200,71957800,12010700,12544000,46035500,6846800,42428600,45340500,10650200,6320110,1377
5297500,76778200,12237400,19456800,19454500,28970500,3718080,17762000,22237100,71692600,11948100,12509600,48515600,7317600,43620800,47510500,10861600,6346610,1378
5382950,78336800,12046400,19359700,19586200,29345500,3674420,17641700,22182000,70458000,11919200,12486400,50191800,7536950,43629200,47914300,10827300,6259310,1379
5367870,79712400,11897400,19555800,19608100,29525600,3614900,17325100,21890800,69755700,11853000,12451700,50698900,7514270,43056800,47441700,10706600,6222500,1380
5282420,78785300,11750300,19509600,19094200,29273400,3711410,17191800,21482600,68805900,11883400,12546200,51089900,7275040,42788100,45447800,10750600,6181920,1381
5280410,77739800,11659300,19646100,19267700,29514000,3658080,17113200,21426500,67112600,11710400,12534300,51548900,6895060,40820600,45229100,10466800,6093810,1382
5198990,76437800,11620300,19288600,18983600,29028600,3564260,17142800,21289400,64320200,11588200,12444300,51078100,6901490,40156600,45784800,10252800,6024240,1383
5037150,75635000,11549300,18972400,18533200,28955400,3498300,17056700,21331500,62654400,11577000,12428600,51078100,7080670,39944000,45255500,10369000,5867120,1384
5027100,73879800,11743300,18896500,18292700,28959600,3564640,16919700,21232400,61944300,11666000,12348400,50967500,7077460,39853100,44930600,10519700,5922110,1385
5437230,74858600,12229400,19876800,18953900,29329800,3789650,16959500,21833800,63536500,12390700,12735200,53025600,7617590,40292600,44963000,10909400,6297230,1386
5501560,78579400,12328400,20755200,19613400,29803100,3818860,17166800,22081000,71582600,12818200,13078800,55912100,8228560,43654500,48072200,11662100,6971870,1387
5167830,77637400,12225400,20751400,18949000,29544900,3650630,16991000,21563600,71000200,12669800,13029000,57258700,8282210,45807300,48075300,11800200,6974140,1388
4795900,73094200,11788300,20157400,17907500,27916800,3396570,16634600,20847100,67224600,12160100,12544700,54456200,7909110,45416700,46037800,11552100,6717160,1389
4450100,69014500,12048400,18802300,17000600,26269000,2994870,16153300,19890500,64076700,11359100,11791000,50698800,7383530,42560800,43420500,11164100,6426560,1390
4054050,65980300,11651300,17410600,16700400,25185400,2748550,15435900,18764700,66905400,10702300,11020400,46486500,7075970,38923400,39041000,10925800,5994370,1391
3647940,60367400,11134200,16169800,15949200,23861900,2550860,14725000,17518900,65775900,10144400,10507700,41371400,6469480,35855600,35366900,10201400,5365320,1392
3360450,56240600,10746100,15236500,15970300,21907000,2459790,14025200,16662300,61536700,9589660,10193600,37035500,5940050,32843300,32136200,9618180,4779790,1393
3195590,53895300,10575100,14655100,15833900,20547700,2361500,13619800,16262000,61632000,9336650,10193100,36230600,5861890,31001000,30036000,8997960,4457300,1394
3144320,52755500,10459100,14383100,15417000,19848600,2383810,13473600,16128900,59712800,9084510,9991590,35142000,5634770,30096500,29009700,8595380,4365520,1395
3166440,52924600,10542100,14440700,15365400,19604700,2420040,13513400,16061900,57821000,9135100,9911350,33880200,5468340,29890700,28822500,8347850,4290600,1396
3257910,54541700,10933200,14727100,15515200,19730800,2593650,13580900,16137900,58010600,9377460,10011500,32755000,5555390,30366200,29206100,8280540,4347760,1397
3528320,57990000,11796300,15285600,16839900,20692400,3055330,13915100,16887400,61615300,10109600,10630100,31936800,6104650,32840700,31084600,8533060,4667210,1398
4282230,66266700,12018400,16884800,18264000,23441600,3357210,15086000,18883800,68275600,11439000,12040700,33567800,7004430,37185700,36135100,9500900,5478840,1399
5018050,72538700,12164400,18637000,19409500,26612300,3683070,16422600,20235700,71190700,12078300,12676100,39819700,7637010,39928300,41507500,10507600,6138440,1400
5207030,75194400,12280400,19501000,19962200,28221500,3826080,16667000,20488900,71893000,12234000,12876500,46518900,8324030,42005700,46772600,10888200,6463980,1401
5193960,75450900,12259400,19815300,19956200,29145200,3794620,16572600,20303800,71233000,12243000,13036500,48904300,8497560,43191100,48576300,11014800,6498330,1402
5233170,76200900,12247400,19842200,19977500,29454700,3728990,16327300,20078600,69987500,12215600,12974900,50004600,8468240,43303700,48912300,10858700,6409860,1403
5176880,76997900,12193400,20096900,20024600,29826600,3721150,15921900,19964500,69708600,12137200,12978800,50082400,8473490,42618100,48157200,10773500,6389620,1404
5061280,76345800,12112400,20173800,19459300,29275400,3790670,15593300,19650300,68405200,12157000,13061500,50433400,8411640,42259100,45312100,10703700,6331800,1405
5035140,75339400,12039400,20311200,19477100,29286300,3768860,15600700,19232000,66473200,12001800,13049200,50378300,8266710,40542600,44838500,10678700,6274820,1406
4918540,74129400,11902400,20002700,19061200,29072300,3780300,15542300,18952800,64220100,11907700,13006600,49704000,8261330,39876000,45805000,10486800,6151560,1407
4759710,72426000,11740300,19736500,18369900,28877800,3714140,15321100,18793700,62510100,11901000,12978200,49324800,8392970,39632700,45998400,10559900,6023260,1408
4760720,70899700,11867300,19708600,18670000,28694700,3749540,15391500,18586600,61526900,12018500,12684300,49457700,8421400,39394900,45869800,10663400,6099760,1409
5139680,72511100,12267400,20610100,19033000,28983200,3866750,15636800,19453200,62791000,12638100,13050500,51447900,9110410,39627100,45457900,11185200,6436240,1410
5329670,75531400,12299400,21172400,19631800,29476700,3893790,16108800,19992600,70320500,13046100,13189200,54319200,9737500,43063700,48772600,12019200,7018330,1411
5051220,74607800,12120400,21010900,18965000,29354100,3708380,15951500,19723400,69929600,12864800,13070000,56840500,9659930,45563900,48864700,12093400,7007150,1412
4672260,70308500,11579300,20237200,17869600,27826400,3478360,15732100,19232000,66016500,12382500,12628000,54630700,8856190,45174600,46439700,11820300,6726720,1413
4322440,66534700,11753300,18952200,17001600,26201900,3012060,15419200,18393500,62615200,11568000,11759100,51102200,8082240,42415900,43390100,11492200,6436480,1414
3947490,63914600,11300200,17427900,16894900,25136200,2722660,14763000,17392800,64716100,10816300,11050400,46673200,7668380,38742900,39198900,11242700,6044250,1415
3519270,58254500,10735100,16231300,15745700,23815300,2495240,13961400,16487200,64046200,10333000,10475300,41860300,7001380,35732700,35410500,10520300,5434950,1416
3184530,54142600,10352000,15301900,15448500,21801200,2441610,13286600,15765700,59843400,9768890,10105300,37505200,6485560,32607900,32186800,9838220,4800700,1417
3032740,51657100,10059000,14647400,15626900,20540300,2402000,12951500,15487500,59702000,9457450,10096900,36414900,6408830,30939100,30325500,9300610,4491340,1418
2980470,51001500,9977970,14426300,15368300,19867900,2408550,13020900,15429500,57875100,9245200,9829580,35512300,6147960,30024600,29300200,8875170,4328510,1419
3046820,51859500,10028000,14431100,15255000,19539500,2436570,13197700,15568600,55804600,9237740,9734630,34072700,6018200,29833200,28981400,8628180,4363830,1420
3132260,54121900,10416100,14616600,15317100,19679400,2525650,13334700,15837700,56323200,9505420,9880100,32911400,6131220,30415700,29418600,8602780,4385540,1421
3419750,58109600,11339200,15208700,16653100,20659500,3003310,13692000,16726300,59921000,10265100,10422000,32142800,6589090,33163200,30972300,8849700,4687040,1422
4190760,66725600,11466300,16715700,17830100,23255600,3313970,14816600,18878800,66188400,11337100,11722400,33458000,7556310,37905400,36250500,9797560,5438190,1423
4852190,72782500,11550300,18234200,18934100,26222700,3567850,16259700,20240700,68956200,12039100,12230300,39797200,8128320,40987500,41706900,10800100,6071040,1424
5059270,75487700,11540300,19008900,19437700,27944800,3698740,16502200,20586000,69991500,12189200,12428600,46481400,8801590,42606700,46660300,11195600,6297850,1425
5074340,76376800,11325200,19305900,19395300,29049700,3696350,16455000,20356800,69216500,12106400,12559900,48760000,8931180,43552600,48602600,11426100,6291140,1426
5102490,77685700,11136200,19364500,19439500,29456800,3598870,16270800,19944500,67684300,11983900,12454200,49828000,8971470,43420300,49049900,11365200,6195240,1427
5047200,78991200,10976200,19430800,19345500,29795900,3519510,16064400,19597300,66949600,11870500,12241300,50012100,8935170,42992700,47956800,11205500,6156120,1428
4931600,78102100,10842100,19386600,18884700,29366600,3554470,16010700,19221000,65520500,11908900,12426700,50161800,8844250,42604800,44798000,10992700,6101730,1429
4924570,77531600,10832100,19433700,18863800,29389600,3464090,15740400,18979900,63363600,11739700,12423900,49963200,8576040,40583300,44250400,10914000,5988610,1430
4839120,76175600,10817100,19116600,18366700,28985000,3436400,15462700,18723700,60890400,11570900,12294700,49045900,8430710,40222900,45321200,10653900,5908290,1431
4665220,74718300,10657100,18709000,18070200,28782700,3358820,15305400,18729700,58841500,11508800,12245200,48519000,8429150,39872400,45470000,10569700,5740390,1432
4648130,72968800,10911200,18522600,17734100,28419500,3401350,15227600,18760700,57801400,11590100,11925000,48198900,8284720,39778800,45267600,10625500,5777250,1433
5026090,73759000,11506300,19430800,18173400,28566400,3691030,15496100,19505200,58892600,12167100,12261400,49882700,8860890,40003000,44897200,11119100,6085060,1434
5239200,77718000,11719300,20575500,18838400,29112800,3603690,15947800,20196700,66857300,12709300,12739200,52358500,9500970,43394400,48311100,11943100,6745590,1435
4971810,77954900,11557300,20544800,18319200,29181500,3511500,15767300,19851500,67208900,12623500,12724800,56017100,9416510,45711700,48766500,12123000,6805960,1436
4619980,73538200,11054200,19959400,17313400,27713600,3287880,15522000,19265100,63513900,12166600,12416900,54229700,8802870,45303200,46525700,11757100,6546520,1437
4289270,69669000,11185200,18671600,16452500,26125400,2931200,15151700,18448500,60406200,11404500,11623500,50935100,8024810,42560700,43900200,11449700,6272900,1438
3884160,66336900,10818100,17273100,16193400,25147500,2633720,14475100,17401800,62846900,10627000,10820100,46748800,7570740,39024300,39479200,11175100,5859770,1439
3480070,60842400,10226000,15959300,15415600,23824700,2376210,13704000,16206000,61905000,10104900,10237600,42009400,6942950,35860700,35248500,10475600,5270530,1440
3191570,55321600,9859950,14907800,15343900,21941400,2329670,13264400,15386400,58078400,9596840,9881540,37528400,6406660,32723500,32073500,9728040,4684100,1441
3069940,52894700,9662910,14292700,15160400,20553800,2304090,13019100,15050200,57756200,9284000,9846420,36580900,6313760,30988200,30441900,9118090,4462170,1442
3012640,51775500,9601900,14075500,14774600,19790700,2303470,12812600,14894100,55923400,9025000,9637060,35439500,6066060,30225500,29524900,8712660,4320910,1443
3028720,52561100,9665910,14046700,14653200,19457200,2341390,12862600,14858100,53847100,9006730,9527510,34077500,5931770,30246400,29133200,8434120,4363970,1444
3119190,54055200,10051000,14234100,14798200,19604100,2447620,13103300,15095200,54049400,9328710,9647930,32909400,5981900,30365400,29522900,8276480,4401500,1445
3409700,57509200,10991200,14785800,16363900,20423400,2849080,13445800,15829700,57632500,10058700,10204400,32216400,6429660,32863900,30953000,8726670,4593220,1446
4158590,65676700,11189200,16268800,17714800,23030600,3202030,14759300,17829100,64048200,11252100,11544800,33912100,7321260,37480400,35940800,9584680,5219520,1447
4832090,71684100,11337200,17942100,18529200,25861000,3505300,16035700,19269100,66875900,11861100,11995700,39857300,7841930,40677500,41168500,10683400,5823950,1448
5076350,74096000,11395300,18740800,19177900,27505800,3598050,16350400,19663300,68050600,11996700,12207400,46494000,8408590,42363300,45641100,10989800,6048080,1449
5084400,74748200,11310200,19098300,19124300,28495200,3640620,16139400,19651300,67854200,11947000,12328600,48530400,8560660,43673100,47241300,11067000,6059190,1450
5129630,75729300,11191200,19082000,19368300,28687800,3537680,15881100,19605300,66887700,11866300,12278000,49557100,8613570,43638100,47022600,10847800,5953980,1451
5069320,76909400,11099200,19363600,19386000,29016800,3512450,15538600,19542200,66385800,11776000,12279900,49474200,8663040,43242200,46598600,10739700,5941480,1452
4914510,76531000,10824100,19522100,18686300,28688800,3564910,15350700,19280100,65511700,11782200,12266600,49209300,8542360,42880100,43993300,10430000,5859560,1453
4894410,75967400,10651100,19611500,18522200,28555000,3508030,15255400,19041900,63129800,11582600,12245800,48825000,8286290,40906900,43399200,10251700,5762250,1454
4785850,74404300,10669100,19467400,18189500,28209300,3512460,15309100,18802700,61200800,11460000,12112700,48222300,8240050,40371500,44187700,10021900,5612510,1455
4582790,73290900,10586100,19192500,17944400,28111100,3513140,15130400,18719700,59589000,11387900,12125100,47658100,8299880,40151500,43988300,9962480,5497750,1456
4545600,71249300,10674100,19232800,17519200,27983300,3466280,15158200,18476500,58675600,11495900,11967400,47648700,8268420,40296200,44007500,10072200,5485300,1457
4887370,72110800,11215200,20012300,17935200,28267800,3709820,15266500,19165000,60078100,12147500,12148100,49428700,8978480,40724100,43714000,10411800,5818690,1458
5178890,76637900,11341200,20520700,18766700,29025500,3690880,15723800,19911500,67812900,12738200,12535200,51854100,9688600,44242700,47223000,11475200,6610410,1459
4976840,76706900,11241200,20523600,18281800,29108500,3553160,15812600,19606300,67265900,12594500,12575200,55889200,9666710,46456600,47928500,11819900,6694500,1460
4629030,71983100,10755100,19886400,17195000,27675600,3321110,15543300,18908800,63225100,12132200,12336000,54405900,8905330,45554700,45978100,11493300,6425350,1461
4298320,67877000,10907200,18571600,16385700,25991900,2957180,15152700,17979200,59630200,11340400,11587500,51161300,8167630,42689600,42904300,11179700,6129970,1462
3908290,64832400,10413100,17129900,16101400,24932000,2620350,14533400,16912500,62170200,10569000,10795300,47053500,7740720,39022900,38808200,11073500,5712150,1463
3483080,59233300,9873950,15934300,15220500,23671000,2469850,13865100,15804700,61173300,10064600,10227000,42123300,7049340,35701500,35325400,10354600,5121350,1464
3214690,55082300,9528880,14894400,14782100,21979800,2379550,13448600,15114200,57111900,9545660,9784930,37879200,6472890,32900600,32756600,9723990,4571620,1465
3078980,52455300,9339850,14258100,14617100,20595100,2325420,13194900,14782000,56545200,9275330,9781910,36895900,6404570,31079600,30933800,9067600,4233120,1466
3023700,51389100,9238830,14074500,14506300,19862200,2327750,13091300,14795000,54469800,9027640,9534910,35745600,6145050,30229300,29841700,8576000,4151570,1467
3031740,52252900,9379860,14135100,14458400,19667600,2348770,13178300,14921100,52489700,8988780,9387410,34367700,5953540,29930700,29517800,8308860,4129010,1468
3130250,53865400,9762930,14182200,14680200,19817300,2434240,13381900,15223300,52710700,9229860,9528680,33222800,6015890,30613500,29804300,8082530,4178430,1469
3409700,56918000,10709100,14669500,15914500,20676300,2915180,13873400,16247000,55933300,9969150,10105600,32547200,6524730,33096500,31267800,8520380,4510560,1470
4143510,65347700,10983200,16161100,17222400,23128000,3248080,15218400,18242400,62113200,11132500,11393000,33883100,7398840,37625200,35834500,9436010,5206360,1471
4790870,71871600,11218200,17844000,18267300,26009600,3591030,16670700,19720400,65057900,11805100,11901800,39884300,7750000,40802000,40866900,10411500,5799060,1472
4999960,74799900,11313200,18814800,18900300,27782000,3708670,17113200,20075600,66860200,11957400,12138600,46695700,8205580,42963100,45183600,10801100,6016960,1473
4984880,75569400,11200200,19141500,19272300,28912200,3703540,16965000,19749400,67039000,11938400,12201300,49191100,8136010,44616300,46787800,10880900,5975750,1474
4990910,76773600,11171200,19094400,19035100,29250500,3622120,16341200,19625300,66267000,11843800,12087100,50341200,8016200,44506300,46720000,10794700,5843000,1475
4888380,77631700,11023200,19328000,18951100,29429000,3575900,16034800,19252100,65982100,11790100,12101200,50286700,7912390,44279100,46490300,10640000,5841700,1476
4702410,76708100,10843100,19455800,18152000,28939700,3554590,15853400,18888800,65191500,11764500,12219600,50089100,7850360,43882100,43852600,10498400,5723270,1477
4544590,75295700,10748100,19480800,17941500,28756400,3512530,15507200,18379500,62982500,11571600,12057800,49721800,7616810,42159300,43238300,10367500,5598490,1478
4346570,73279400,10753100,19133800,17297600,28295600,3435450,15191500,17999200,60754900,11456700,11961800,48810800,7576750,41204400,43897200,10168100,5491510,1479
4196790,71666800,10727100,18648500,16866900,27916300,3349360,14991600,17837100,58625500,11387000,11843500,48146800,7707100,40878500,43807100,10101300,5401470,1480
4237000,70515500,10854100,18484100,16712100,27555700,3414240,14964800,17840100,57764100,11438300,11565100,47691700,7756910,40731100,43642100,10331900,5394050,1481
4612950,71524200,11450300,19107900,17305000,27820500,3629470,15233200,18580600,59022300,11966700,11873700,49460900,8535420,41075500,43534800,10692700,5711540,1482
4951710,75600500,11632300,20181500,18248200,28377700,3615850,15977400,19482200,65811200,12505200,12364500,51733700,9243440,43835200,46932600,11412800,6473120,1483
4674270,75018500,11381300,20291000,17761300,28435900,3476590,16085700,19033900,65459600,12334100,12319000,54703000,9182840,45531900,47486200,11610500,6549650,1484
4276200,70223400,10940200,19530800,16478300,27022300,3257130,15695100,18430500,61740000,11885100,11856500,52539700,8531240,44653100,45361700,11215200,6251150,1485
3991720,66282800,11165200,18322700,15466500,25361000,2879720,15258200,17694000,58643100,11214600,11108000,49005800,7793430,42109500,42643100,10851200,5951860,1486
3719310,63600600,10764100,17133800,15427700,24540600,2686890,14841600,16923500,61379500,10595000,10373200,44897700,7377520,39012800,38501500,10578700,5591830,1487
3442870,58905500,10179000,15867000,14932000,23605900,2469460,14394600,16173000,60244100,9973570,9902610,41154000,6860950,36223100,35136200,9989800,5048810,1488
3205640,55069700,9786940,14859800,14252200,21837900,2367470,13933600,15689600,55893000,9445030,9472450,37688400,6232240,33162300,32537000,9461030,4573270,1489
3043800,52618600,9547890,14255200,13903700,20313800,2311870,13534600,15536500,54934400,9076240,9201240,36695000,6157410,31180600,30754600,8800210,4219960,1490
2976450,50894500,9469870,13934200,13649400,19257400,2218630,13386500,15491500,52596700,8802990,9157700,35157400,5872330,29907900,29600800,8251550,4022260,1491
2966400,50366600,9498880,13840000,13457900,18806400,2280390,13452300,15468500,50360300,8725290,9104350,33517000,5644820,29095500,29238500,7967500,3917080,1492
2978460,50664500,9616900,13808300,13541300,18634500,2321980,13564300,15552500,49479200,8835740,9158810,31887400,5596130,28937200,29048200,7832340,3945900,1493
3076970,50251600,9883960,13922700,13960600,18719900,2436210,13780900,15902800,50683400,9002520,9169080,30653000,5717630,29430100,29516800,7904750,4101830,1494
3248870,50238900,9698920,13978400,14008200,19401200,2587560,14128900,16456200,52723400,9427000,9395020,30704300,5943010,30354400,31284000,8191020,4486730,1495
3514240,53431800,9969970,15049100,14159200,20403700,2857470,14543600,16926500,54105400,10149200,9866560,33035100,6277110,31770900,34414500,8889770,5013800,1496
3837920,58074000,10097000,16121700,14846300,22242000,3074040,15158200,17389800,56791700,10562200,10209900,35784100,6737620,34679300,37679700,9493140,5439590,1497
4010820,61924800,10066000,16934800,15371400,24148600,3115750,15450700,17665000,58219800,10729500,10668100,40096500,6934090,37316400,39787900,9946940,5621350,1498
4057060,63966300,10042000,17177000,15526300,24823800,3114550,15649700,17656000,58064600,10765700,10920700,43446100,6953150,37949500,39129000,9935050,5610680,1499
3998760,65397200,9964970,17176100,15678900,24934900,3087740,15414600,17365800,58364200,10714000,10828700,44277900,6971360,37388800,38415500,9828470,5575250,1500
3879140,64793300,9847950,17087600,15721400,24806600,3028550,14966600,16973500,59402400,10590700,10580000,43886700,6896110,37568900,37042000,9611720,5508120,1501
3793700,62793200,9741930,17053000,15602700,24356000,3004810,14641700,16600300,56208300,10315400,10446700,43453300,6663250,36599900,35502600,9333860,5350260,1502
3736400,60044200,9789940,16484100,15286900,23867500,2971440,14414000,16360100,54114200,10180100,10274100,42155000,6625590,35210800,34981300,9085670,5170090,1503
3728360,58478800,9992980,16010200,14733400,23582200,2903970,14299200,16311100,52284400,10187500,10141400,40697400,6834200,34476700,34742400,9108390,5075320,1504
3875120,56931800,10410100,15884300,14639500,23801000,2969490,14489900,16714300,51731400,10389500,10149600,40228700,6918450,34113200,34996500,9210420,5068650,1505
4336510,58243000,11167200,16608000,15222500,24434500,3266010,15099900,17748000,53582900,11068400,10529600,41382100,7760240,34483700,36370000,9822140,5407840,1506
4645120,63374000,11352200,18072800,15986700,25734100,3290970,15851500,18811800,60410100,11834500,11230200,44970000,8649900,37859600,41189700,10859400,6215020,1507
4360640,62816200,11028200,18154500,15717400,25962200,3163390,15916300,18618600,60646800,11709700,11062200,49498400,8530880,40371600,42589500,11036500,6274960,1508
4091240,58528300,10660100,17524900,14615500,24784900,3069270,15531200,18040200,57571600,11260900,10671300,48040800,8014080,40667800,40376000,10605400,6010210,1509
3845970,55806900,10993200,16486000,13961300,23481800,2760310,15029500,17486900,55263400,10493800,10135200,44904400,7399260,39166800,37417500,10206200,5704260,1510
3573550,55317000,10727100,15499900,14063200,22901600,2550330,14671300,17025500,58854300,9754700,9733450,41863800,7035020,36657600,34712100,10070200,5347850,1511
3342350,51730700,10312000,14268700,13443000,22061700,2401330,14340900,16527200,58468300,9271190,9302500,39163500,6561400,33880600,31866000,9637880,4852160,1512
3093060,47748700,9991980,13330600,13326900,20289400,2291350,14033600,16151000,54604300,8807220,8891250,36503700,6001160,31060200,29408500,9079740,4366480,1513
2952330,44396000,9749930,12843400,13110700,19039300,2242380,13772500,16018900,53855900,8544760,8752960,35794700,5820170,28970400,27441900,8554150,4051060,1514
2872920,43037600,9687920,12532000,12744400,18095400,2212470,13605900,15905800,51288400,8327470,8752370,34200700,5511730,27743600,26403500,8072840,3943570,1515
2829690,43144600,9717920,12390700,12570500,17726400,2240090,13591100,15922800,48517700,8233740,8719730,32618700,5245090,27185500,25679800,7741930,3944980,1516
2836730,43460900,9845950,12466600,12323200,17712000,2224720,13622600,15968800,47318400,8342760,8662920,31190900,5197190,27007700,25441000,7638000,3903430,1517
2909100,43179100,9982980,12460800,12639200,17782200,2353300,13763300,16191000,47810500,8433440,8681080,30163300,5241680,27142100,25749700,7731500,4029910,1518
3068930,42071400,9743930,12293600,12544600,18129500,2476050,13752200,16531200,48815300,8705720,8748420,30137100,5315980,27383600,26333700,7966700,4097380,1519
3295110,43609200,10010000,12992300,12886800,18342100,2709600,13939100,16877400,48915400,9314520,9152540,31245600,5566660,27437300,26926800,8527420,4497880,1520
3680110,48316900,10125000,13731400,13965600,19667200,2905250,14596300,17494900,51510400,9664690,9686100,32365700,5957320,29855200,29702000,9136250,5007890,1521
3966590,52629000,10169000,14520500,14713900,21201400,2988800,15018400,17934200,53765500,9825190,10350700,36101300,6284150,32300400,32140300,9559280,5333950,1522
4066110,55559700,10130000,15011600,14984200,22308800,2938670,15216500,18091300,54935300,9890080,10784500,40357900,6571520,33225900,33515700,9546580,5467130,1523
4088220,58289000,10059000,15046200,14952500,22992200,2959030,15292400,17971200,55971600,9927610,10738200,43353200,6694840,33314200,33958000,9609840,5473440,1524
4039970,57344700,9903960,15038500,14595300,23363400,2937130,15187800,17888100,57093200,9791180,10429700,44911300,6563240,33977300,33756600,9393860,5287270,1525
3986700,54993800,9787940,15025100,14477500,22831000,2890520,15230400,17587900,53633900,9519060,10215500,46038800,6099770,33826900,31824500,9076590,5035280,1526
3969610,53163800,9754930,14644500,13985300,22403200,2837910,15117500,17259700,51446600,9419360,10005400,45452600,5994240,32282000,31275900,8846880,4871130,1527
3943470,52392000,9856950,14281200,13890900,22100300,2845700,15117500,17141600,50634300,9464340,9998570,44725200,6273740,31620800,30995500,8855390,4758810,1528
4077170,52087200,10152000,14122600,14013100,22268100,2932190,15285000,17473800,50650000,9676200,9935060,44462800,6540200,31249000,30844700,9069100,4822790,1529
4533540,54607300,10825100,15067400,15080900,23257500,3250880,15563600,18517600,53035800,10552200,10396100,45146900,7414370,31808300,32001600,9789490,5220080,1530
4830080,60451400,11180200,16675300,15764500,24884600,3416180,16062600,19702400,59945500,11424500,11285700,47318500,8305910,35704400,36491400,10812400,5944140,1531
4596860,60655000,10950200,17167400,15660400,25596300,3308580,16224500,19658300,62282200,11433300,11352000,50931900,8284600,39040900,38209000,11240300,6114990,1532
4277210,57899100,10691100,16688800,14754800,24809100,3156260,15973700,19226000,60460200,11008500,11051100,49717900,7981320,39485600,37610800,11142500,5926540,1533
4010820,56001300,11111200,15886200,14182800,23472500,2858490,15692300,18492500,58059700,10243400,10540000,47242700,7361310,38217900,36020800,10772700,5716980,1534
3699200,56137000,10889200,15045300,14460200,22930500,2590270,15179500,17731000,61061300,9571120,10211000,43783800,6935800,35466900,33414500,10305700,5296710,1535
3394620,51735300,10479100,13912100,13869400,21781400,2392360,14578800,17080600,60298100,9079190,9741180,39858500,6237810,32249400,30558300,9722260,4728170,1536
3163420,47925900,10200000,13191300,13715300,20252400,2252280,14078900,16489200,56952800,8676900,9587060,35902300,5625410,29702100,27372100,8993930,4280170,1537
3037770,45937200,10087000,12731900,13466600,19262600,2209300,13795700,16426100,56952800,8481090,9631000,35175400,5541270,28104900,25920700,8274150,3972340,1538
3011640,45303500,10033000,12665600,13284700,18696000,2264160,13752200,16463200,55210400,8349430,9450760,34352200,5321040,27379400,25115000,7838200,3815950,1539
3091050,46115500,10177000,12614600,13283100,18633700,2285520,13710500,16677300,53636900,8383880,9407820,33913800,5184500,27214100,25214200,7660890,3758370,1540
3185540,48367500,10609100,12966400,13819300,18814300,2430860,14009500,17022500,54560100,8677280,9524750,33029000,5263060,27954800,25695000,7586270,3857340,1541
3477050,52943000,11602300,13731400,15425800,20032700,2861520,14607500,18000200,59072400,9602020,10187000,32410300,5755610,31044300,27684800,8039160,4214570,1542
4175680,63035800,11816300,15568100,17067900,23031700,3226440,16150500,20039600,66404500,10991300,11491300,33722300,6625630,35769900,33249600,9025420,5076990,1543
4853200,70394700,12009400,17521100,18264300,26318000,3621800,17654600,21758800,69691900,11739700,12028000,40294200,7249660,39230200,38992400,10084500,5755230,1544
5119580,74092600,11940400,18517800,19120400,28210600,3699220,18045300,21985900,71015900,11946900,12101000,47191400,7794400,41801700,44503400,10620100,6047230,1545
5128630,75086300,11727300,18877200,19243800,29311400,3685160,17738000,21552600,70769400,11965700,12062700,49709800,7987780,43460100,46561100,10711300,6016230,1546
5191950,76329700,11579300,18806100,19430200,29635100,3668710,17537100,21283400,70313600,11885100,12065100,51406800,8121120,43612000,47080300,10501300,5869300,1547
5162800,77216500,11375200,18961800,19625400,30002700,3549710,17051100,20912200,70328400,11797300,12097000,51795300,8160350,37559800,46832400,10353200,5842470,1548
5059270,76866800,11189200,18773400,19035300,29487400,3563700,16757700,20534900,70314600,11829600,12136700,51793500,8031710,42679600,44216000,10080000,5764860,1549
5050220,76089300,11060200,18810900,19087900,29586400,3523490,16588300,20213700,69074100,11646800,12083700,51570900,7775270,40690000,43809100,9820150,5668220,1550
4947690,74860900,10982200,18433200,18886400,29347200,3498570,16482800,19972500,66874000,11427300,11952300,50710500,7861280,40144000,45195700,9683580,5594740,1551
4779810,73943000,10859100,18101600,18606100,29223200,3437620,16496700,19957500,65560800,11323000,11844800,50411500,8075710,39635400,45892100,9643960,5499610,1552
4779810,72361500,10998200,17980500,18241600,29167400,3425530,16513300,19926500,65015600,11347000,11655100,50351300,7905060,39445700,46180500,9782680,5548910,1553
5171850,72788300,11506300,18705200,18446100,29452300,3642670,16690100,20660000,66659800,12035500,11934800,52183900,8305670,39906000,45596500,10306600,5919510,1554
5336710,76536700,11843300,20126700,19251600,29803300,3702560,17225200,21486600,73675700,12733100,12635900,54239800,8898480,43278900,47765500,11310000,6594870,1555
5098470,76509100,11770300,20284300,18706700,29644700,3572800,17274200,21257400,73773900,12634100,12702100,57725200,8824190,45751800,47670400,11559800,6643090,1556
