xgma_2005,xfra_2005,xfwy_2005,xita_2005,xbnl_2005,xgbr_2005,fin_2005,nor_2005,pol_2005,xhur_2005,xskb_2005,deu_2005,swe_2005,xalp_2005,xczs_2005,xbal_2005,xibe_2005,dnk_2005
0.0974598847500315,0.501413061000213,0.213725585492238,0.219706192999872,1.15285228231214,0.710389720437753,0.761814193029136,0.808216050983341,0.364648128165198,0.151673662280343,0.0874562543815584,0.590941697810678,0.601324562235719,0.371072704306562,0.406931515685422,0.252712314656372,0.172572431479595,0.672715726479167
0.0974598847500315,0.501413061000213,0.213725585492238,0.219706192999872,1.15285228231214,0.710389720437753,0.761814193029136,0.808216050983341,0.364648128165198,0.151673662280343,0.0874562543815584,0.590941697810678,0.601324562235719,0.371072704306562,0.406931515685422,0.252712314656372,0.172572431479595,0.672715726479167
0.0974598847500315,0.501413061000213,0.213725585492238,0.219706192999872,1.15285228231214,0.710389720437753,0.761814193029136,0.808216050983341,0.364648128165198,0.151673662280343,0.0874562543815584,0.590941697810678,0.601324562235719,0.371072704306562,0.406931515685422,0.252712314656372,0.172572431479595,0.672715726479167
0.0974598847500315,0.501413061000213,0.213725585492238,0.219706192999872,1.15285228231214,0.710389720437753,0.761814193029136,0.808216050983341,0.364648128165198,0.151673662280343,0.0874562543815584,0.590941697810678,0.601324562235719,0.371072704306562,0.406931515685422,0.252712314656372,0.172572431479595,0.672715726479167
0.0974598847500315,0.501413061000213,0.213725585492238,0.219706192999872,1.15285228231214,0.710389720437753,0.761814193029136,0.808216050983341,0.364648128165198,0.151673662280343,0.0874562543815584,0.590941697810678,0.601324562235719,0.371072704306562,0.406931515685422,0.252712314656372,0.172572431479595,0.672715726479167
0.0974598847500315,0.501413061000213,0.213725585492238,0.219706192999872,1.15285228231214,0.710389720437753,0.761814193029136,0.808216050983341,0.364648128165198,0.151673662280343,0.0874562543815584,0.590941697810678,0.601324562235719,0.371072704306562,0.406931515685422,0.252712314656372,0.172572431479595,0.672715726479167
0.0974598847500315,0.501413061000213,0.213725585492238,0.219706192999872,1.15285228231214,0.710389720437753,0.761814193029136,0.808216050983341,0.364648128165198,0.151673662280343,0.0874562543815584,0.590941697810678,0.601324562235719,0.371072704306562,0.406931515685422,0.252712314656372,0.172572431479595,0.672715726479167
0.0974598847500315,0.501413061000213,0.213725585492238,0.219706192999872,1.15285228231214,0.710389720437753,0.761814193029136,0.808216050983341,0.364648128165198,0.151673662280343,0.0874562543815584,0.590941697810678,0.601324562235719,0.371072704306562,0.406931515685422,0.252712314656372,0.172572431479595,0.672715726479167
0.0974598847500315,0.501413061000213,0.213725585492238,0.219706192999872,1.15285228231214,0.710389720437753,0.761814193029136,0.808216050983341,0.364648128165198,0.151673662280343,0.0874562543815584,0.590941697810678,0.601324562235719,0.371072704306562,0.406931515685422,0.252712314656372,0.172572431479595,0.672715726479167
0.0974598847500315,0.501413061000213,0.213725585492238,0.219706192999872,1.15285228231214,0.710389720437753,0.761814193029136,0.808216050983341,0.364648128165198,0.151673662280343,0.0874562543815584,0.590941697810678,0.601324562235719,0.371072704306562,0.406931515685422,0.252712314656372,0.172572431479595,0.672715726479167
0.0974598847500315,0.501413061000213,0.213725585492238,0.219706192999872,1.15285228231214,0.710389720437753,0.761814193029136,0.808216050983341,0.364648128165198,0.151673662280343,0.0874562543815584,0.590941697810678,0.601324562235719,0.371072704306562,0.406931515685422,0.252712314656372,0.172572431479595,0.672715726479167
0.0974598847500315,0.501413061000213,0.213725585492238,0.219706192999872,1.15285228231214,0.710389720437753,0.761814193029136,0.808216050983341,0.364648128165198,0.151673662280343,0.0874562543815584,0.590941697810678,0.601324562235719,0.371072704306562,0.406931515685422,0.252712314656372,0.172572431479595,0.672715726479167
0.0974598847500315,0.501413061000213,0.213725585492238,0.219706192999872,1.15285228231214,0.710389720437753,0.761814193029136,0.808216050983341,0.364648128165198,0.151673662280343,0.0874562543815584,0.590941697810678,0.601324562235719,0.371072704306562,0.406931515685422,0.252712314656372,0.172572431479595,0.672715726479167
0.0974598847500315,0.501413061000213,0.213725585492238,0.219706192999872,1.15285228231214,0.710389720437753,0.761814193029136,0.808216050983341,0.364648128165198,0.151673662280343,0.0874562543815584,0.590941697810678,0.601324562235719,0.371072704306562,0.406931515685422,0.252712314656372,0.172572431479595,0.672715726479167
0.0974598847500315,0.501413061000213,0.213725585492238,0.219706192999872,1.15285228231214,0.710389720437753,0.761814193029136,0.808216050983341,0.364648128165198,0.151673662280343,0.0874562543815584,0.590941697810678,0.601324562235719,0.371072704306562,0.406931515685422,0.252712314656372,0.172572431479595,0.672715726479167
0.0974598847500315,0.501413061000213,0.213725585492238,0.219706192999872,1.15285228231214,0.710389720437753,0.761814193029136,0.808216050983341,0.364648128165198,0.151673662280343,0.0874562543815584,0.590941697810678,0.601324562235719,0.371072704306562,0.406931515685422,0.252712314656372,0.172572431479595,0.672715726479167
0.0974598847500315,0.501413061000213,0.213725585492238,0.219706192999872,1.15285228231214,0.710389720437753,0.761814193029136,0.808216050983341,0.364648128165198,0.151673662280343,0.0874562543815584,0.590941697810678,0.601324562235719,0.371072704306562,0.406931515685422,0.252712314656372,0.172572431479595,0.672715726479167
