,deu_2012,xbnl_2012,xfra_2012
2472,48062700.0,21223100.0,53822500.0
2473,45394300.0,19875600.0,53040700.0
2474,43992200.0,19069300.0,51024200.0
2475,44420100.0,18861500.0,49346600.0
2476,45913100.0,19042000.0,49830900.0
2477,50092800.0,19843200.0,53336300.0
2478,57330900.0,22016700.0,59174500.0
2479,63372900.0,24338500.0,62803700.0
2480,67436500.0,26447300.0,63958800.0
2481,69869100.0,27616000.0,63359700.0
2482,71944000.0,27699000.0,62065100.0
2483,73656600.0,27796200.0,61753800.0
2484,72789400.0,27271900.0,61278400.0
2485,72007300.0,27048500.0,59662700.0
2486,70288900.0,26691400.0,57618700.0
2487,68415300.0,26032800.0,55391100.0
2488,67100600.0,25681100.0,54094600.0
2489,66753200.0,25861400.0,54570000.0
2490,66579600.0,25222200.0,56731800.0
2491,66103400.0,24602400.0,56481300.0
2492,66058500.0,24583400.0,57525400.0
2493,64335600.0,24523300.0,55885100.0
2494,61372700.0,23784600.0,58390700.0
2495,56388900.0,22930400.0,57568600.0
2496,51598400.0,21193600.0,52707700.0
2497,49279600.0,19560600.0,51681300.0
2498,48499800.0,18683800.0,49071600.0
2499,48683800.0,18154200.0,46858700.0
2500,49908800.0,18232000.0,46452100.0
2501,50772600.0,18335600.0,47537400.0
2502,52262100.0,18806300.0,49040200.0
2503,56191100.0,19412400.0,50951500.0
2504,61548700.0,21206900.0,53619200.0
2505,65736500.0,22888700.0,54953000.0
2506,68142700.0,23460200.0,54484500.0
2507,69357300.0,23524500.0,54743800.0
2508,67623900.0,23396400.0,55915600.0
2509,65645600.0,22785500.0,52990600.0
2510,63037000.0,22435500.0,51125400.0
2511,61767200.0,21958100.0,49309300.0
2512,60690600.0,21790900.0,48220100.0
2513,61059800.0,22262900.0,49000900.0
2514,61557900.0,22352900.0,51598800.0
2515,61446300.0,22137800.0,52352200.0
2516,61825900.0,22103100.0,53501300.0
2517,60410000.0,22600600.0,52860900.0
2518,58440900.0,22182500.0,56267200.0
2519,54423300.0,21355900.0,56161100.0
2520,50203200.0,19867100.0,51977000.0
2521,47423200.0,18634200.0,51003600.0
2522,45962500.0,17762000.0,48522600.0
2523,45810700.0,17292100.0,46099500.0
2524,46537600.0,17240800.0,45050500.0
2525,47376100.0,17292900.0,45593700.0
2526,47622200.0,17344700.0,45793000.0
2527,50099700.0,17552100.0,46781100.0
2528,54070200.0,18869900.0,49574500.0
2529,57611600.0,20172500.0,51773600.0
2530,61047200.0,21174900.0,53062300.0
2531,64203300.0,21994000.0,54464900.0
2532,64072200.0,22184500.0,55759400.0
2533,61555600.0,21710300.0,52071300.0
2534,59256300.0,21242500.0,49916300.0
2535,57878400.0,20871000.0,48305500.0
2536,57621900.0,20856100.0,47532500.0
2537,58777900.0,21606900.0,48899700.0
2538,60579100.0,22259400.0,52355100.0
2539,61335900.0,22169900.0,54689800.0
2540,61929400.0,22294700.0,56395900.0
2541,60813700.0,22955300.0,55553100.0
2542,59905000.0,22351300.0,58407400.0
2543,55606800.0,21225500.0,58268900.0
2544,52182700.0,19554200.0,53850000.0
2545,49983600.0,18608700.0,53333400.0
2546,49516600.0,18102800.0,51529100.0
2547,50307900.0,17885800.0,49683500.0
2548,52244800.0,18165500.0,50327800.0
2549,56257800.0,19330600.0,54703500.0
2550,64493100.0,21860700.0,60474900.0
2551,70268200.0,24527400.0,64663000.0
2552,74357100.0,26346400.0,66980000.0
2553,76772500.0,27016200.0,67201000.0
2554,78505800.0,27113300.0,66995800.0
2555,80523200.0,27310200.0,67238400.0
2556,79810100.0,27034800.0,67020300.0
2557,78918700.0,26918200.0,65718900.0
2558,77409700.0,26878800.0,63477500.0
2559,75779900.0,26633100.0,61631000.0
2560,74235200.0,26470900.0,60029000.0
2561,73227600.0,26354900.0,59824700.0
2562,72538700.0,25520500.0,62443300.0
2563,71344800.0,24984600.0,62437400.0
2564,70768500.0,24752800.0,62683900.0
2565,69343500.0,25308600.0,60979800.0
2566,65785900.0,24456400.0,63844900.0
2567,60173000.0,23041900.0,62661300.0
2568,55948400.0,21292800.0,58395600.0
2569,53650300.0,20073400.0,58059700.0
2570,52599100.0,19338500.0,55963700.0
2571,53123600.0,19090400.0,54279200.0
2572,54373800.0,19281400.0,54575900.0
2573,57527600.0,20084000.0,58160900.0
2574,64242400.0,22429000.0,63343900.0
2575,69876000.0,25163000.0,66773800.0
2576,73816500.0,26889600.0,68329600.0
2577,76188200.0,27696300.0,68729300.0
2578,77782400.0,27962000.0,67780500.0
2579,79450100.0,28042400.0,67630300.0
2580,77843300.0,27562800.0,67241300.0
2581,76747200.0,27702200.0,65923200.0
2582,74863200.0,27573600.0,63974500.0
2583,73617500.0,27563200.0,62070000.0
2584,71494300.0,27679100.0,60776500.0
2585,70644300.0,27846300.0,60438600.0
2586,70234800.0,26973600.0,62725200.0
2587,70037000.0,26489300.0,62154500.0
2588,70589100.0,26236400.0,62245800.0
2589,70207200.0,25848600.0,60297200.0
2590,67511200.0,24907500.0,62819400.0
2591,61997200.0,23438900.0,61472900.0
2592,57395300.0,21592900.0,56612900.0
2593,54435900.0,20312000.0,56082500.0
2594,52940700.0,19484400.0,53864700.0
2595,53584800.0,19229400.0,51774600.0
2596,55249100.0,19375200.0,52130200.0
2597,59384000.0,20117900.0,55162200.0
2598,67408800.0,22163200.0,60318800.0
2599,73418600.0,24761400.0,64310400.0
2600,76494200.0,26567700.0,66545900.0
2601,77297000.0,27323500.0,67415200.0
2602,79013100.0,27368900.0,67200100.0
2603,80876400.0,27672200.0,67473100.0
2604,80009100.0,27479500.0,66255200.0
2605,79591600.0,27503300.0,64635500.0
2606,77948000.0,27382200.0,63065000.0
2607,75988100.0,27154800.0,61448300.0
2608,74012100.0,26815700.0,60076200.0
2609,72498400.0,27077200.0,60087000.0
2610,72293700.0,26146400.0,62547400.0
2611,71674900.0,25661400.0,62309700.0
2612,71367800.0,25440300.0,62282200.0
2613,70460300.0,25355300.0,60398300.0
2614,66405900.0,24364300.0,62660300.0
2615,59900400.0,23113000.0,61103500.0
2616,55374500.0,21050100.0,56690500.0
2617,53133900.0,19734900.0,55953900.0
2618,51761700.0,19151600.0,53664400.0
2619,52716400.0,18899100.0,51428900.0
2620,54272600.0,19045500.0,51545800.0
2621,57901400.0,20008800.0,54973600.0
2622,65435100.0,22528000.0,60216600.0
2623,72310900.0,25289000.0,63790800.0
2624,76259500.0,26600100.0,65433100.0
2625,77600600.0,27435300.0,66033200.0
2626,79557100.0,27827300.0,65337800.0
2627,81374400.0,28048100.0,65410500.0
2628,80216200.0,27656000.0,64722000.0
2629,78298800.0,27843900.0,63096400.0
2630,76348100.0,27514000.0,61232200.0
2631,74643500.0,27227700.0,59346400.0
2632,72951600.0,26907000.0,58097000.0
2633,71656500.0,26869200.0,58086200.0
2634,71122800.0,25977200.0,60428800.0
2635,70906600.0,25504700.0,60022100.0
2636,70288900.0,25223500.0,59888600.0
2637,68666000.0,25521700.0,58823900.0
2638,64317200.0,24627900.0,61687000.0
2639,58243000.0,23367700.0,60422900.0
2640,53597400.0,21427100.0,55873300.0
2641,50655300.0,20030400.0,55027700.0
2642,49650000.0,19317600.0,53047600.0
2643,50368900.0,19067000.0,51213800.0
2644,52459900.0,19259500.0,51263900.0
2645,56669600.0,20177700.0,54674100.0
2646,64783000.0,22205900.0,59367000.0
2647,71563300.0,24868000.0,63213300.0
2648,75423300.0,26759000.0,65056900.0
2649,76264100.0,27801100.0,65273000.0
2650,78624300.0,28013500.0,64620800.0
2651,79688200.0,28130500.0,64481300.0
2652,78572500.0,27779600.0,63799700.0
2653,77126800.0,27346500.0,61907000.0
2654,75603900.0,27001600.0,59556600.0
2655,73909700.0,26587200.0,57107000.0
2656,72290200.0,26322400.0,55834100.0
2657,71388500.0,26211300.0,56021700.0
2658,70183100.0,25542700.0,57557800.0
2659,69246800.0,24788600.0,57322100.0
2660,68040300.0,24382900.0,57730700.0
2661,66820000.0,24610200.0,56880100.0
2662,62717200.0,23766600.0,59646000.0
2663,57273400.0,23011200.0,58833700.0
2664,53020000.0,21200600.0,54263500.0
2665,50866900.0,19688100.0,52788300.0
2666,49754700.0,18737000.0,50176600.0
2667,50168700.0,18347100.0,47757400.0
2668,51029100.0,18195100.0,46922600.0
2669,52061900.0,18370300.0,47943100.0
2670,53278800.0,18726800.0,48738700.0
2671,57326300.0,19638600.0,50855300.0
2672,61705100.0,21597700.0,53918800.0
2673,65248800.0,23290500.0,55554100.0
2674,68257700.0,24065300.0,55430400.0
2675,69725300.0,24270300.0,56133600.0
2676,68618800.0,24230200.0,56852600.0
2677,66279400.0,23500200.0,53819600.0
2678,64109000.0,23011400.0,51590000.0
2679,62779400.0,22753000.0,49791600.0
2680,61508400.0,22591600.0,48884000.0
2681,61211700.0,22959100.0,49556800.0
2682,61523400.0,22991700.0,51685200.0
2683,60847000.0,22653900.0,52101700.0
2684,58965300.0,22415600.0,52626200.0
2685,57340100.0,22655200.0,52707700.0
2686,54547500.0,22287100.0,56371300.0
2687,49982400.0,21479300.0,56265200.0
2688,46608900.0,20017800.0,52061400.0
2689,44009500.0,18772900.0,51242300.0
2690,43408000.0,17917200.0,48642400.0
2691,43707000.0,17418100.0,46156500.0
2692,44144100.0,17326200.0,44961100.0
2693,44030200.0,17455300.0,45584800.0
2694,42866200.0,17358600.0,45368700.0
2695,45470200.0,17641400.0,46845000.0
2696,50163000.0,18947700.0,48923300.0
2697,54667100.0,20277800.0,50433900.0
2698,57299900.0,21170200.0,51105700.0
2699,59597900.0,21824100.0,52073200.0
2700,59073500.0,22119100.0,53624100.0
2701,56792600.0,21575600.0,50058700.0
2702,54142600.0,21196400.0,47296800.0
2703,53713600.0,20976600.0,45365800.0
2704,52699100.0,20755200.0,44320700.0
2705,53049900.0,21386700.0,45260700.0
2706,54217400.0,22012800.0,48177800.0
2707,54038000.0,22168800.0,50081300.0
2708,53957400.0,22115200.0,51672500.0
2709,54205900.0,22669600.0,52575100.0
2710,53036100.0,22246300.0,55912600.0
2711,48740200.0,21072700.0,55080700.0
2712,45536900.0,19274300.0,50960400.0
2713,44142900.0,18277100.0,50522300.0
2714,44088900.0,17807100.0,48576600.0
2715,44875600.0,17580300.0,46729100.0
2716,47082800.0,17833300.0,47347900.0
2717,51650200.0,18980400.0,51363100.0
2718,59336900.0,21307900.0,56655200.0
2719,66366800.0,24156000.0,60696900.0
2720,71349400.0,26178100.0,62863600.0
2721,73830300.0,26977400.0,63557100.0
2722,75308300.0,27200400.0,63718200.0
2723,76299800.0,27377700.0,64495100.0
2724,74762000.0,26975000.0,64648300.0
2725,73906200.0,27019000.0,63678900.0
2726,71969300.0,26867500.0,62468800.0
2727,70406200.0,26696900.0,60779400.0
2728,67765400.0,26608900.0,59357200.0
2729,66530100.0,26805200.0,59940600.0
2730,65996400.0,26016000.0,62883300.0
2731,65654800.0,25553400.0,62161400.0
2732,65389100.0,25117600.0,61057400.0
2733,63707600.0,24987300.0,59301200.0
2734,59695700.0,24144900.0,61873600.0
2735,54196700.0,22772000.0,60253900.0
2736,49816800.0,20839300.0,55670000.0
2737,47802800.0,19571400.0,55028600.0
2738,47120700.0,18855100.0,52742100.0
2739,47315100.0,18582200.0,50836600.0
2740,49153100.0,18685800.0,50927000.0
2741,52946400.0,19516500.0,54157400.0
2742,59845200.0,21804300.0,58782600.0
2743,66466800.0,24432600.0,63009000.0
2744,71523100.0,26380000.0,65096200.0
2745,72698500.0,27328200.0,65796500.0
2746,73982200.0,27509000.0,65718900.0
2747,75533800.0,27755300.0,66033200.0
2748,73287400.0,27318700.0,65232700.0
2749,72359200.0,27314600.0,63913600.0
2750,70472900.0,27130200.0,61888300.0
2751,69329700.0,27021000.0,59982900.0
2752,67483600.0,26679500.0,58340600.0
2753,66983300.0,26621100.0,58022400.0
2754,66635900.0,25665900.0,60037900.0
2755,66351800.0,25056800.0,59081200.0
2756,65687000.0,24631300.0,58955500.0
2757,65030300.0,25042200.0,58414300.0
2758,61197900.0,24238700.0,60876700.0
2759,55751700.0,22986600.0,59942600.0
2760,51943500.0,20968400.0,54990300.0
2761,49975500.0,19656600.0,54366600.0
2762,49477500.0,18941900.0,52321700.0
2763,49998500.0,18702300.0,50475200.0
2764,51701900.0,18933200.0,50581300.0
2765,54961600.0,19775700.0,54000300.0
2766,61047200.0,21678200.0,58063600.0
2767,67193800.0,24385300.0,61955100.0
2768,71768000.0,26237300.0,64371300.0
2769,74075300.0,27099400.0,65573500.0
2770,75755700.0,27345900.0,65667800.0
2771,76891000.0,27693600.0,66221800.0
2772,75140400.0,27489700.0,65363300.0
2773,73063200.0,27716400.0,64066800.0
2774,71748500.0,27644100.0,62011100.0
2775,70804200.0,27434900.0,60225500.0
2776,69014500.0,27239300.0,58954500.0
2777,68119700.0,27133600.0,58786500.0
2778,68449800.0,26390000.0,61057400.0
2779,68916700.0,25712300.0,60012300.0
2780,68789100.0,25006400.0,59054700.0
2781,68102400.0,25171100.0,58031200.0
2782,64605800.0,24431900.0,60191100.0
2783,59618700.0,23223100.0,58745300.0
2784,54669400.0,21195900.0,54132900.0
2785,51942300.0,19678700.0,53257700.0
2786,51016400.0,18886800.0,50961400.0
2787,50661000.0,18566300.0,48703300.0
2788,52375900.0,18733800.0,48841800.0
2789,56935300.0,19574200.0,52020200.0
2790,65145300.0,21718000.0,56481300.0
2791,72255700.0,24491300.0,60410100.0
2792,75599300.0,26472500.0,62417700.0
2793,76771400.0,27484400.0,62911800.0
2794,78908400.0,27677000.0,62679000.0
2795,81183500.0,27790500.0,62794900.0
2796,80630200.0,27228100.0,62010100.0
2797,80621000.0,27106000.0,60438600.0
2798,79109700.0,26800000.0,58395600.0
2799,77132500.0,26792900.0,56747500.0
2800,74782700.0,26711900.0,55342000.0
2801,72823900.0,26673400.0,55369500.0
2802,71967000.0,26029200.0,57662900.0
2803,71319500.0,25562800.0,56958700.0
2804,70539600.0,25073500.0,56129700.0
2805,69526300.0,25281700.0,55427400.0
2806,65078600.0,24661600.0,58189400.0
2807,59451900.0,23469400.0,56830000.0
2808,55152500.0,21367900.0,51957300.0
2809,52432300.0,19957800.0,50955500.0
2810,51140600.0,19239800.0,48836900.0
2811,51703100.0,18812800.0,46924500.0
2812,53773400.0,18997900.0,46909800.0
2813,57432200.0,19896700.0,49936000.0
2814,65309800.0,21724600.0,54552300.0
2815,72256900.0,24434400.0,58342600.0
2816,76539000.0,26375500.0,60461200.0
2817,78249300.0,27397800.0,61329500.0
2818,80541700.0,27553800.0,61094700.0
2819,82069100.0,27612200.0,61133000.0
2820,81311100.0,27040900.0,60695000.0
2821,78351700.0,26867400.0,58546900.0
2822,75580900.0,26495700.0,56602100.0
2823,74125900.0,26159500.0,54353900.0
2824,72214300.0,25923200.0,53044600.0
2825,70882400.0,25946100.0,53458100.0
2826,69963400.0,25254800.0,55187800.0
2827,68830500.0,24473600.0,54715300.0
2828,67460600.0,23933900.0,53878500.0
2829,66231100.0,24143300.0,52766600.0
2830,61804000.0,23643900.0,55747600.0
2831,55878300.0,22701500.0,54461900.0
2832,51046300.0,20833800.0,49487100.0
2833,48081200.0,19381600.0,48269200.0
2834,47058600.0,18426000.0,45527800.0
2835,46817100.0,18033600.0,43126400.0
2836,47624500.0,17862700.0,42163800.0
2837,49279600.0,17938700.0,43280600.0
2838,51685800.0,18428800.0,43883600.0
2839,56010500.0,19476600.0,46084800.0
2840,61005800.0,21454400.0,49177700.0
2841,65222300.0,23284500.0,51182400.0
2842,67845900.0,24144300.0,51893500.0
2843,68955800.0,24660500.0,52948400.0
2844,67603200.0,24354700.0,54272400.0
2845,65170600.0,23777100.0,51641000.0
2846,62427400.0,23339700.0,50046900.0
2847,60850500.0,22879100.0,48460700.0
2848,58872200.0,22774000.0,47602200.0
2849,58075100.0,23266600.0,48200400.0
2850,57921000.0,23146100.0,50265000.0
2851,57056000.0,22907300.0,50377000.0
2852,56109400.0,22617100.0,49995900.0
2853,56165800.0,22521800.0,49561700.0
2854,54217400.0,22088100.0,52747000.0
2855,49712100.0,21203600.0,52184200.0
2856,45129800.0,19633400.0,47594400.0
2857,42453300.0,18331100.0,46124000.0
2858,41147800.0,17464600.0,43469200.0
2859,41015600.0,16998900.0,40670900.0
2860,42039200.0,16954100.0,39436200.0
2861,43241200.0,17004000.0,39740700.0
2862,44634100.0,16847700.0,39400900.0
2863,48168600.0,17425000.0,40849600.0
2864,52595600.0,18759000.0,43569300.0
2865,56484400.0,20143700.0,45964900.0
2866,57769200.0,21080400.0,47315400.0
2867,58513300.0,21807300.0,48597200.0
2868,57274600.0,22261500.0,49775900.0
2869,53504300.0,21615100.0,46227200.0
2870,51268300.0,20466900.0,43900300.0
2871,49854700.0,19946500.0,42119600.0
2872,49253200.0,19874300.0,41355500.0
2873,49814500.0,20515700.0,42049900.0
2874,51101500.0,20792300.0,44700800.0
2875,51588100.0,20989200.0,46522800.0
2876,51473000.0,20880200.0,47457900.0
2877,52262100.0,21562400.0,48565800.0
2878,50716200.0,21458900.0,51565400.0
2879,46342100.0,20332300.0,50592100.0
2880,42931800.0,18830200.0,46434400.0
2881,40637200.0,17692600.0,45628000.0
2882,39758400.0,17216300.0,43418100.0
2883,40188600.0,16820300.0,41431100.0
2884,42074900.0,17008600.0,41531300.0
2885,44825000.0,17444400.0,43981900.0
2886,50153800.0,17871300.0,46804700.0
2887,56321100.0,18869500.0,50381900.0
2888,61807500.0,20175300.0,52507300.0
2889,64668000.0,21320500.0,53544500.0
2890,66476000.0,21609300.0,53287200.0
2891,67983900.0,21837900.0,54006200.0
2892,66961400.0,21624100.0,54736900.0
2893,65154500.0,21126300.0,52555500.0
2894,63170400.0,20716200.0,50674600.0
2895,61776400.0,20587000.0,48940000.0
2896,60032700.0,20754800.0,48060000.0
2897,58817000.0,21327800.0,48411600.0
2898,57909500.0,21534600.0,50415300.0
2899,57011200.0,21390700.0,50484000.0
2900,55246800.0,21137100.0,49550900.0
2901,54626900.0,21771000.0,49294600.0
2902,51965300.0,21747400.0,52169500.0
2903,47931600.0,20742500.0,51291400.0
2904,44922700.0,19118900.0,46486500.0
2905,42439500.0,17948200.0,45770400.0
2906,40745300.0,17276200.0,43177400.0
2907,40334700.0,17039300.0,40961600.0
2908,40711900.0,17009400.0,40014800.0
2909,40190900.0,17434100.0,40525500.0
2910,39552500.0,18421300.0,40059000.0
2911,42127800.0,20330200.0,41254300.0
2912,46893000.0,22378600.0,42974100.0
2913,50459700.0,23641700.0,44300100.0
2914,53163800.0,24244800.0,44544700.0
2915,55515900.0,24834800.0,45484600.0
2916,54666000.0,24900600.0,46938300.0
2917,51586900.0,24520200.0,43544800.0
2918,49937500.0,24162200.0,41065700.0
2919,48387100.0,23899000.0,39209400.0
2920,47706200.0,23644300.0,38283100.0
2921,49397000.0,23769500.0,39273200.0
2922,50914100.0,23140700.0,42309200.0
2923,51216600.0,22907100.0,43951400.0
2924,51233800.0,22347800.0,44694000.0
2925,52370200.0,22930200.0,45881400.0
2926,50085900.0,22608800.0,49135500.0
2927,45342600.0,21369700.0,48265200.0
2928,42143900.0,19447600.0,44236300.0
2929,40703900.0,18270700.0,43478000.0
2930,40233400.0,17739400.0,41439000.0
2931,40956900.0,17451600.0,39954900.0
2932,42941000.0,17655600.0,40738600.0
2933,48176600.0,18589000.0,44813800.0
2934,59308100.0,20447500.0,49587300.0
2935,67710200.0,23168200.0,54091600.0
2936,72549000.0,25531400.0,56418500.0
2937,74422700.0,26973300.0,57152200.0
2938,76524100.0,27348700.0,56924300.0
2939,78216000.0,27669200.0,57435000.0
2940,77732900.0,27468200.0,57374100.0
2941,77145200.0,27483500.0,56160100.0
2942,76090400.0,27369900.0,54732000.0
2943,74606700.0,27228800.0,53406100.0
2944,72339700.0,27108700.0,52325600.0
2945,71473600.0,26975400.0,52361000.0
2946,70803000.0,26120000.0,54745800.0
2947,69598800.0,25239100.0,54177100.0
2948,68034600.0,24490600.0,52766600.0
2949,66632500.0,24399400.0,51839500.0
2950,61738400.0,23988100.0,54425600.0
2951,55805800.0,22854000.0,53828400.0
2952,51720300.0,20866200.0,48612900.0
2953,49731700.0,19450500.0,47457900.0
2954,48597600.0,18792000.0,45287200.0
2955,49203700.0,18557600.0,43130300.0
2956,50655300.0,18673400.0,43469200.0
2957,54646400.0,19430800.0,46531700.0
2958,63545400.0,21235800.0,50692200.0
2959,70669600.0,23813100.0,54803700.0
2960,74227100.0,26024100.0,56388000.0
2961,75233600.0,27215800.0,56697400.0
2962,77601800.0,27598800.0,56162100.0
2963,79657200.0,28099200.0,56502900.0
2964,79185600.0,27609700.0,55792800.0
2965,77749000.0,27523400.0,54411800.0
2966,76482700.0,27175300.0,53116300.0
2967,74990900.0,26943200.0,51383700.0
2968,72967700.0,26715600.0,50341600.0
2969,72191300.0,26689000.0,50095100.0
2970,71201000.0,26052200.0,51739300.0
2971,70625900.0,25440900.0,51346400.0
2972,68875300.0,24827300.0,49957600.0
2973,67588300.0,24677800.0,50352400.0
2974,62618300.0,23952400.0,52666500.0
2975,56359000.0,22682500.0,51193200.0
2976,52149400.0,20820800.0,46805700.0
2977,49704100.0,19496900.0,45672200.0
2978,48550400.0,18764900.0,43431800.0
2979,48521700.0,18443400.0,41617700.0
2980,50419500.0,18558700.0,41857400.0
2981,54754500.0,19334200.0,44737200.0
2982,63004800.0,20999000.0,48941000.0
2983,69973800.0,23474300.0,53196800.0
2984,74298500.0,25655900.0,54993300.0
2985,75607400.0,26976200.0,55824200.0
2986,76918600.0,27398700.0,55726000.0
2987,78455200.0,27742200.0,56340900.0
2988,77765100.0,27354500.0,56137600.0
2989,76049000.0,26918100.0,54584700.0
2990,74246700.0,26648500.0,53054400.0
2991,72523700.0,26301800.0,51541800.0
2992,70409700.0,25913800.0,50222800.0
2993,70072700.0,25794500.0,50759000.0
2994,69288200.0,24921100.0,52453300.0
2995,68024200.0,24037700.0,51564400.0
2996,66012500.0,23372200.0,50182500.0
2997,65074000.0,23625700.0,50191300.0
2998,60763100.0,23394800.0,52545700.0
2999,54291000.0,22358700.0,51184300.0
3000,49700600.0,20443800.0,46211500.0
3001,47324300.0,19132300.0,44828500.0
3002,46213300.0,18177100.0,42328800.0
3003,45997000.0,17789000.0,40043200.0
3004,46303000.0,17689200.0,39578700.0
3005,46837800.0,17769200.0,40332000.0
3006,48334200.0,17904400.0,40764200.0
3007,52857900.0,19033300.0,43331600.0
3008,57845100.0,20958500.0,46311600.0
3009,61176000.0,22836500.0,48182700.0
3010,63433800.0,23698300.0,48756300.0
3011,64418400.0,24129100.0,49545000.0
3012,63422300.0,23987200.0,50900500.0
3013,61097800.0,23531800.0,48230900.0
3014,59654300.0,22923900.0,46441300.0
3015,58155600.0,22575800.0,44729300.0
3016,57172200.0,22570000.0,44073200.0
3017,57373500.0,22918800.0,44720500.0
3018,57847400.0,22967000.0,47090500.0
3019,57186000.0,22701300.0,47477500.0
3020,55104200.0,22176200.0,46758500.0
3021,54230000.0,22198600.0,47169100.0
3022,52404700.0,21996600.0,50224700.0
3023,48246800.0,21158600.0,49919300.0
3024,44668600.0,19621800.0,45575000.0
3025,41973700.0,18329200.0,44174400.0
3026,40711900.0,17538500.0,41584300.0
3027,40442800.0,17024900.0,39053200.0
3028,40985700.0,16844200.0,38010100.0
3029,40856800.0,16962000.0,38165300.0
3030,40763700.0,16673300.0,37902100.0
3031,43542500.0,17128600.0,39541300.0
3032,47718800.0,18590200.0,42084300.0
3033,51109600.0,20122300.0,44344300.0
3034,54349700.0,21148900.0,45452200.0
3035,58627200.0,21683100.0,46630900.0
3036,58555900.0,22188800.0,48322200.0
3037,56267000.0,21646900.0,45160500.0
3038,54217400.0,21093400.0,42733500.0
3039,53070700.0,20651700.0,41111900.0
3040,52121700.0,20504400.0,40136600.0
3041,53546800.0,21349600.0,40934100.0
3042,54962700.0,21893100.0,43724500.0
3043,55197300.0,21895700.0,44992500.0
3044,54288700.0,21671700.0,44998400.0
3045,54816600.0,22046100.0,46764400.0
3046,53936700.0,21998300.0,49907500.0
3047,49834000.0,20713800.0,49244500.0
3048,46700900.0,19053200.0,45114300.0
3049,44438500.0,17997700.0,44055500.0
3050,43969200.0,17533200.0,41948700.0
3051,44980300.0,17423600.0,40055000.0
3052,47235800.0,17684400.0,40311400.0
3053,51894000.0,18721400.0,42900500.0
3054,62284800.0,20629500.0,46695700.0
3055,69916200.0,23791300.0,50202100.0
3056,73884400.0,25930500.0,51491800.0
3057,74714800.0,26726700.0,51699000.0
3058,76433200.0,26880200.0,51321800.0
3059,77896200.0,27270000.0,51946500.0
3060,77445400.0,26768800.0,52350200.0
3061,76568900.0,26686700.0,50360300.0
3062,75065600.0,26433500.0,48622800.0
3063,73592200.0,26282300.0,46914700.0
3064,71524200.0,25977700.0,45916800.0
3065,70856000.0,25973200.0,46334200.0
3066,70527000.0,25265900.0,48102200.0
3067,69641400.0,24536900.0,47900800.0
3068,67596300.0,23720200.0,46718300.0
3069,67098300.0,23970200.0,47426400.0
3070,62532100.0,23726100.0,50239500.0
3071,56027800.0,22398700.0,49173800.0
3072,51863000.0,20380600.0,44569200.0
3073,49690300.0,19032200.0,43353300.0
3074,48716100.0,18269800.0,40852600.0
3075,48624000.0,18159500.0,38690800.0
3076,49549900.0,18206600.0,37815600.0
3077,53135100.0,18896700.0,38079800.0
3078,60784900.0,20784700.0,38062200.0
3079,68122000.0,23925900.0,39675900.0
3080,71679500.0,26060300.0,42240400.0
3081,74543400.0,27228100.0,44696900.0
3082,75985800.0,27403000.0,46143700.0
3083,77776600.0,27433700.0,47565900.0
3084,76554000.0,27006700.0,49058800.0
3085,75637300.0,27043400.0,46047400.0
3086,74379000.0,26922500.0,43817800.0
3087,73197700.0,26731200.0,42171700.0
3088,71233200.0,26591400.0,41336800.0
3089,70594900.0,26642200.0,42126500.0
3090,70041600.0,25839700.0,44844200.0
3091,69243400.0,25171800.0,46204600.0
3092,67096000.0,24625900.0,46025800.0
3093,66167800.0,24592200.0,46324400.0
3094,60995400.0,24006200.0,49104000.0
3095,54561300.0,22687600.0,48060000.0
3096,50531000.0,20673500.0,43519200.0
3097,48272100.0,19358000.0,42673600.0
3098,47161000.0,18657800.0,40380100.0
3099,47335800.0,18350200.0,38648500.0
3100,48851800.0,18354000.0,39260400.0
3101,52655400.0,19175000.0,42756100.0
3102,61744200.0,21039500.0,47503000.0
3103,69890900.0,24034500.0,51536000.0
3104,74148900.0,26184100.0,54513000.0
3105,75280700.0,27356600.0,55597300.0
3106,77106000.0,27556900.0,55793800.0
3107,78626600.0,27912700.0,56320200.0
3108,77023200.0,27568800.0,55799700.0
3109,76726500.0,27440300.0,54523800.0
3110,75139200.0,27215100.0,53145800.0
3111,74581400.0,27018600.0,51605700.0
3112,72719200.0,26706700.0,50344500.0
3113,72279900.0,26764600.0,50065600.0
3114,72135000.0,25721400.0,52065400.0
3115,71235500.0,25027300.0,51245200.0
3116,68874200.0,24243000.0,49238600.0
3117,67893100.0,24193700.0,49480200.0
3118,63760500.0,23889800.0,51623400.0
3119,56585600.0,22500300.0,50178600.0
3120,51475300.0,20527300.0,45188000.0
3121,49104800.0,19270200.0,44230400.0
3122,48334200.0,18593700.0,41934000.0
3123,48958700.0,18308500.0,39959800.0
3124,50299900.0,18384400.0,40002000.0
3125,54071300.0,19088500.0,42675500.0
3126,62486100.0,21044500.0,47518800.0
3127,70060000.0,24045400.0,51631200.0
3128,74681500.0,26300500.0,53210600.0
3129,75939800.0,27378300.0,53793000.0
3130,77269400.0,27613700.0,53985600.0
3131,79053300.0,28192700.0,54683900.0
3132,77945700.0,27851700.0,54350000.0
3133,76790900.0,27825200.0,53379500.0
3134,76367600.0,27637300.0,52312900.0
3135,75693600.0,27436700.0,51164700.0
3136,73373700.0,27132900.0,50299400.0
